date,borough,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential
2020-04-08,Barking and Dagenham,-67.71428571,-31.42857143,29.71428571,-60.42857143,-64.71428571,25.42857143
2020-04-09,Barking and Dagenham,-66.57142857,-30.28571429,34.14285714,-59.85714286,-64.71428571,25.28571429
2020-04-10,Barking and Dagenham,-66.57142857,-30.42857143,36,-60.85714286,-66.28571429,25.85714286
2020-04-11,Barking and Dagenham,-66.28571429,-30.28571429,34.14285714,-61.42857143,-66.57142857,25.85714286
2020-04-12,Barking and Dagenham,-67.28571429,-33.71428571,30.14285714,-62.14285714,-67.14285714,26
2020-04-13,Barking and Dagenham,-67.85714286,-35,28.71428571,-63.85714286,-68.85714286,26.71428571
2020-04-14,Barking and Dagenham,-67.71428571,-35,25.42857143,-63.85714286,-68.57142857,26.57142857
2020-04-15,Barking and Dagenham,-67.42857143,-34.71428571,28.14285714,-63.57142857,-68.28571429,26.57142857
2020-04-16,Barking and Dagenham,-67.57142857,-35.28571429,28.28571429,-63.71428571,-68,26.57142857
2020-04-17,Barking and Dagenham,-67.14285714,-34.71428571,23.85714286,-62.85714286,-66.14285714,25.85714286
2020-04-18,Barking and Dagenham,-67.14285714,-34.57142857,21.28571429,-62.57142857,-65.42857143,25.85714286
2020-04-19,Barking and Dagenham,-65.85714286,-31.42857143,27,-62.14285714,-64.28571429,25.71428571
2020-04-20,Barking and Dagenham,-64.57142857,-30.14285714,34.57142857,-60.42857143,-62.14285714,24.71428571
2020-04-21,Barking and Dagenham,-64.57142857,-29.71428571,39.14285714,-60.28571429,-61.71428571,24.71428571
2020-04-22,Barking and Dagenham,-64.71428571,-29.85714286,42.28571429,-60,-61.28571429,24.57142857
2020-04-23,Barking and Dagenham,-64.42857143,-29.28571429,47.28571429,-59.42857143,-61,24.28571429
2020-04-24,Barking and Dagenham,-63.85714286,-28.85714286,55.85714286,-58.71428571,-60.57142857,24.14285714
2020-04-25,Barking and Dagenham,-63.42857143,-28.57142857,60.42857143,-58.42857143,-60.42857143,23.85714286
2020-04-26,Barking and Dagenham,-62.85714286,-27.28571429,64.42857143,-57.71428571,-60.14285714,23.71428571
2020-04-27,Barking and Dagenham,-62.57142857,-26.42857143,63.71428571,-57.14285714,-59.71428571,23.57142857
2020-04-28,Barking and Dagenham,-63.71428571,-27.57142857,48.85714286,-57.71428571,-59.85714286,23.71428571
2020-04-29,Barking and Dagenham,-64,-27.42857143,39.85714286,-57.85714286,-59.71428571,23.71428571
2020-04-30,Barking and Dagenham,-65,-27.57142857,28,-58.14285714,-59.42857143,23.71428571
2020-05-01,Barking and Dagenham,-65.57142857,-27.14285714,19.42857143,-58.14285714,-59.28571429,23.57142857
2020-05-02,Barking and Dagenham,-65.57142857,-26,21.71428571,-57.28571429,-58.85714286,23.42857143
2020-05-03,Barking and Dagenham,-65.85714286,-25.85714286,15.14285714,-57,-58.71428571,23.42857143
2020-05-04,Barking and Dagenham,-65.85714286,-25.14285714,19.28571429,-56.42857143,-58.42857143,23.28571429
2020-05-05,Barking and Dagenham,-64.57142857,-23.14285714,33.85714286,-55.28571429,-57.85714286,22.85714286
2020-05-06,Barking and Dagenham,-64.28571429,-22.28571429,47,-54.57142857,-57.42857143,22.57142857
2020-05-07,Barking and Dagenham,-63.14285714,-20.85714286,61.71428571,-53.42857143,-57.14285714,22.28571429
2020-05-08,Barking and Dagenham,-63,-20.42857143,77,-53.71428571,-58.85714286,22.71428571
2020-05-09,Barking and Dagenham,-63.14285714,-20.42857143,81,-53.57142857,-58.85714286,22.71428571
2020-05-10,Barking and Dagenham,-63.28571429,-20.71428571,76.85714286,-53.71428571,-58.57142857,22.71428571
2020-05-11,Barking and Dagenham,-63.42857143,-20.57142857,67.71428571,-54,-58.28571429,22.71428571
2020-05-12,Barking and Dagenham,-63.14285714,-20.14285714,69.57142857,-53.57142857,-58,22.57142857
2020-05-13,Barking and Dagenham,-63,-20.14285714,60.28571429,-53.71428571,-57.71428571,22.42857143
2020-05-14,Barking and Dagenham,-63.28571429,-20.42857143,55.14285714,-54,-57.42857143,22.42857143
2020-05-15,Barking and Dagenham,-62.57142857,-19.57142857,54.42857143,-52.71428571,-55,21.57142857
2020-05-16,Barking and Dagenham,-61.85714286,-19,53.28571429,-52.28571429,-54.28571429,21.28571429
2020-05-17,Barking and Dagenham,-61,-17.42857143,69,-50.71428571,-53.85714286,21
2020-05-18,Barking and Dagenham,-60,-16.14285714,86.57142857,-49.71428571,-53.57142857,20.57142857
2020-05-19,Barking and Dagenham,-59.28571429,-15.28571429,97.14285714,-49.14285714,-53.28571429,20.28571429
2020-05-20,Barking and Dagenham,-58.42857143,-13.71428571,110,-48,-53,19.85714286
2020-05-21,Barking and Dagenham,-57.71428571,-12.42857143,117.7142857,-47.28571429,-52.71428571,19.42857143
2020-05-22,Barking and Dagenham,-57.28571429,-11.42857143,114,-46.85714286,-52.28571429,19.14285714
2020-05-23,Barking and Dagenham,-57.28571429,-10.57142857,108,-46.14285714,-51.71428571,19
2020-05-24,Barking and Dagenham,-57.28571429,-10.14285714,105.5714286,-45.42857143,-51.28571429,18.57142857
2020-05-25,Barking and Dagenham,-58.28571429,-11.28571429,116.5714286,-46.28571429,-54,19.14285714
2020-05-26,Barking and Dagenham,-58.28571429,-10.85714286,116.4285714,-45.85714286,-53.71428571,18.85714286
2020-05-27,Barking and Dagenham,-58.28571429,-11,117.5714286,-45.71428571,-53.42857143,18.85714286
2020-05-28,Barking and Dagenham,-58,-11,122.4285714,-45.57142857,-53,18.71428571
2020-05-29,Barking and Dagenham,-57.85714286,-10.85714286,130.2857143,-45.14285714,-52.85714286,18.57142857
2020-05-30,Barking and Dagenham,-57.28571429,-10.28571429,143.8571429,-44,-51.42857143,18.28571429
2020-05-31,Barking and Dagenham,-56.57142857,-9.714285714,147.8571429,-43.42857143,-50.14285714,18.28571429
2020-06-01,Barking and Dagenham,-55.14285714,-7.714285714,138.1428571,-42,-46.42857143,17.28571429
2020-06-02,Barking and Dagenham,-54.71428571,-7.571428571,137.1428571,-41.71428571,-45.71428571,17.14285714
2020-06-03,Barking and Dagenham,-54.57142857,-7.857142857,125.7142857,-41.71428571,-45.14285714,17
2020-06-04,Barking and Dagenham,-54.71428571,-8.142857143,111.7142857,-41.57142857,-44.71428571,17
2020-06-05,Barking and Dagenham,-54.57142857,-8.857142857,98,-42.14285714,-44.14285714,17
2020-06-06,Barking and Dagenham,-54.71428571,-9.857142857,80.57142857,-43.28571429,-44.28571429,17.14285714
2020-06-07,Barking and Dagenham,-54.42857143,-9.714285714,69.14285714,-44.14285714,-44.42857143,17.28571429
2020-06-08,Barking and Dagenham,-54.28571429,-10.28571429,59.85714286,-44.42857143,-44,17.28571429
2020-06-09,Barking and Dagenham,-54.14285714,-10.71428571,58.42857143,-44.57142857,-43.71428571,17.28571429
2020-06-10,Barking and Dagenham,-54.14285714,-11.14285714,53.85714286,-45,-43.42857143,17.28571429
2020-06-11,Barking and Dagenham,-53.14285714,-11,55.57142857,-45.14285714,-43.14285714,17.28571429
2020-06-12,Barking and Dagenham,-52.42857143,-10.85714286,59.42857143,-45,-42.71428571,17.14285714
2020-06-13,Barking and Dagenham,-51.28571429,-9.857142857,76.42857143,-44.14285714,-41.71428571,16.71428571
2020-06-14,Barking and Dagenham,-50.71428571,-9.714285714,91.14285714,-43.71428571,-40.71428571,16.42857143
2020-06-15,Barking and Dagenham,-48.42857143,-9.428571429,97.42857143,-43,-40.42857143,16.14285714
2020-06-16,Barking and Dagenham,-46.57142857,-9,95,-42.42857143,-40.14285714,15.85714286
2020-06-17,Barking and Dagenham,-44.57142857,-8.285714286,104.8571429,-41.42857143,-40,15.57142857
2020-06-18,Barking and Dagenham,-43.57142857,-8.428571429,107,-41.14285714,-39.85714286,15.28571429
2020-06-19,Barking and Dagenham,-42.28571429,-8.142857143,109.8571429,-40.14285714,-39.85714286,15
2020-06-20,Barking and Dagenham,-41.14285714,-8.142857143,110.4285714,-39.42857143,-39.42857143,14.71428571
2020-06-21,Barking and Dagenham,-40.28571429,-8.428571429,104.2857143,-39.28571429,-38.71428571,14.57142857
2020-06-22,Barking and Dagenham,-40.71428571,-8.571428571,113,-39.14285714,-39,14.57142857
2020-06-23,Barking and Dagenham,-41.28571429,-8.142857143,120.4285714,-39.14285714,-39.14285714,14.42857143
2020-06-24,Barking and Dagenham,-41.28571429,-7.428571429,126.7142857,-39,-39,14.14285714
2020-06-25,Barking and Dagenham,-40.85714286,-6.285714286,135.2857143,-37.42857143,-38.71428571,13.71428571
2020-06-26,Barking and Dagenham,-40.85714286,-6.142857143,139.8571429,-36.42857143,-38.57142857,13.42857143
2020-06-27,Barking and Dagenham,-41,-6.142857143,128.2857143,-36.57142857,-39,13.57142857
2020-06-28,Barking and Dagenham,-41,-6.142857143,122.1428571,-36.14285714,-39.28571429,13.57142857
2020-06-29,Barking and Dagenham,-41,-6.285714286,106.2857143,-36,-38.85714286,13.42857143
2020-06-30,Barking and Dagenham,-40.42857143,-6.857142857,93.28571429,-36,-38.57142857,13.57142857
2020-07-01,Barking and Dagenham,-40.28571429,-7.714285714,86.42857143,-36,-38.28571429,13.57142857
2020-07-02,Barking and Dagenham,-40.42857143,-8.714285714,74.71428571,-36.85714286,-38.14285714,13.71428571
2020-07-03,Barking and Dagenham,-40.14285714,-8.571428571,70.14285714,-37.57142857,-37.85714286,13.71428571
2020-07-04,Barking and Dagenham,-39.42857143,-8.571428571,72.71428571,-37,-37.42857143,13.42857143
2020-07-05,Barking and Dagenham,-38.28571429,-8,78.85714286,-36.14285714,-37.42857143,13.14285714
2020-07-06,Barking and Dagenham,-37.42857143,-7.857142857,84.28571429,-35.85714286,-37.57142857,13
2020-07-07,Barking and Dagenham,-36.85714286,-8.285714286,86.14285714,-35.42857143,-37.57142857,12.71428571
2020-07-08,Barking and Dagenham,-36.57142857,-8.714285714,77.71428571,-35.28571429,-37.71428571,12.57142857
2020-07-09,Barking and Dagenham,-35.71428571,-9,77.14285714,-35.28571429,-37.71428571,12.42857143
2020-07-10,Barking and Dagenham,-35,-9.285714286,78,-35,-37.71428571,12.14285714
2020-07-11,Barking and Dagenham,-34.85714286,-9.285714286,84.85714286,-34.42857143,-37.57142857,12
2020-07-12,Barking and Dagenham,-34.85714286,-9.428571429,88.28571429,-33.85714286,-37.14285714,11.85714286
2020-07-13,Barking and Dagenham,-34.85714286,-9.285714286,90,-33.57142857,-36.85714286,11.71428571
2020-07-14,Barking and Dagenham,-34.42857143,-8.857142857,94,-33.71428571,-36.85714286,11.57142857
2020-07-15,Barking and Dagenham,-33.14285714,-8.428571429,101,-33.57142857,-36.57142857,11.42857143
2020-07-16,Barking and Dagenham,-31.71428571,-7.857142857,109.5714286,-33,-36.28571429,11.28571429
2020-07-17,Barking and Dagenham,-30.42857143,-7.714285714,115.2857143,-33.14285714,-36.14285714,11.14285714
2020-07-18,Barking and Dagenham,-29.42857143,-8,116.8571429,-33.28571429,-35.85714286,10.85714286
2020-07-19,Barking and Dagenham,-28.42857143,-8.714285714,106.8571429,-34.28571429,-35.85714286,11
2020-07-20,Barking and Dagenham,-27.14285714,-9.142857143,110.7142857,-34.85714286,-35.85714286,10.85714286
2020-07-21,Barking and Dagenham,-25.85714286,-9.285714286,115.8571429,-34.71428571,-35.71428571,10.85714286
2020-07-22,Barking and Dagenham,-25.42857143,-9.285714286,123,-34.57142857,-35.85714286,10.71428571
2020-07-23,Barking and Dagenham,-25.42857143,-9.571428571,125,-34.85714286,-36,10.57142857
2020-07-24,Barking and Dagenham,-25.42857143,-10.14285714,120.5714286,-34.85714286,-36.28571429,10.57142857
2020-07-25,Barking and Dagenham,-25.42857143,-11,107.8571429,-35.28571429,-36.71428571,10.85714286
2020-07-26,Barking and Dagenham,-24.85714286,-11,108.1428571,-35.14285714,-36.71428571,10.57142857
2020-07-27,Barking and Dagenham,-25.28571429,-11.42857143,94.14285714,-34.85714286,-37.42857143,10.71428571
2020-07-28,Barking and Dagenham,-25.28571429,-11.71428571,90,-34.57142857,-37.71428571,10.57142857
2020-07-29,Barking and Dagenham,-24.57142857,-11.28571429,90.57142857,-34.14285714,-38,10.57142857
2020-07-30,Barking and Dagenham,-23.71428571,-10.42857143,89.42857143,-33.85714286,-38.42857143,10.42857143
2020-07-31,Barking and Dagenham,-24.14285714,-10.42857143,88.71428571,-33.42857143,-39,10.14285714
2020-08-01,Barking and Dagenham,-23.85714286,-9.714285714,96.85714286,-32.14285714,-39,9.714285714
2020-08-02,Barking and Dagenham,-23.71428571,-9,102.8571429,-31.28571429,-38.85714286,9.571428571
2020-08-03,Barking and Dagenham,-22.71428571,-8.714285714,111,-31.42857143,-38.71428571,9.428571429
2020-08-04,Barking and Dagenham,-21.85714286,-8.571428571,110.2857143,-31.57142857,-38.85714286,9.285714286
2020-08-05,Barking and Dagenham,-21.71428571,-9.428571429,108.2857143,-32,-38.85714286,9.142857143
2020-08-06,Barking and Dagenham,-22.42857143,-10.42857143,109.7142857,-32,-38.71428571,9.142857143
2020-08-07,Barking and Dagenham,-22.28571429,-10.57142857,107,-32.57142857,-38.28571429,9.285714286
2020-08-08,Barking and Dagenham,-22.42857143,-10.71428571,106.1428571,-32.85714286,-38,9.285714286
2020-08-09,Barking and Dagenham,-22.57142857,-11,105.1428571,-32.57142857,-38,9.142857143
2020-08-10,Barking and Dagenham,-22.42857143,-11,102.5714286,-32.28571429,-38.14285714,9
2020-08-11,Barking and Dagenham,-22.85714286,-11.28571429,100.5714286,-32.28571429,-38.14285714,9
2020-08-12,Barking and Dagenham,-22.85714286,-10.85714286,94.57142857,-32,-38.28571429,9
2020-08-13,Barking and Dagenham,-22.85714286,-11,87.85714286,-32.28571429,-38.42857143,9.142857143
2020-08-14,Barking and Dagenham,-22.71428571,-11.42857143,81.14285714,-32.14285714,-38.42857143,9.142857143
2020-08-15,Barking and Dagenham,-23,-12.28571429,70.71428571,-33.14285714,-38.71428571,9.428571429
2020-08-16,Barking and Dagenham,-23.42857143,-13,59.85714286,-34.28571429,-38.85714286,9.857142857
2020-08-17,Barking and Dagenham,-23.42857143,-13.71428571,52.83333333,-34.42857143,-38.71428571,9.857142857
2020-08-18,Barking and Dagenham,-23,-14,42.4,-34.57142857,-38.42857143,9.714285714
2020-08-19,Barking and Dagenham,-23.57142857,-15.57142857,36,-35.42857143,-38.14285714,9.857142857
2020-08-20,Barking and Dagenham,-22.85714286,-15.28571429,19.33333333,-35.14285714,-37.85714286,9.571428571
2020-08-21,Barking and Dagenham,-22.71428571,-14.85714286,8.5,-35.28571429,-37.71428571,9.428571429
2020-08-22,Barking and Dagenham,-21.85714286,-14,14,-35.28571429,-37,9.142857143
2020-08-23,Barking and Dagenham,-20.85714286,-13.71428571,,-35.71428571,-36.42857143,8.857142857
2020-08-24,Barking and Dagenham,-20.28571429,-13.14285714,,-35.71428571,-36.14285714,8.714285714
2020-08-25,Barking and Dagenham,-20.14285714,-13.57142857,,-35.71428571,-36.28571429,8.857142857
2020-08-26,Barking and Dagenham,-18.42857143,-12.28571429,,-35,-36,8.428571429
2020-08-27,Barking and Dagenham,-18.85714286,-13.42857143,,-35.14285714,-35.85714286,8.428571429
2020-08-28,Barking and Dagenham,-18.14285714,-13.14285714,,-35,-35.57142857,8.285714286
2020-08-29,Barking and Dagenham,-18,-13.57142857,,-35,-36,8.428571429
2020-08-30,Barking and Dagenham,-17.57142857,-13.42857143,,-34.14285714,-36.28571429,8.285714286
2020-08-31,Barking and Dagenham,-18.14285714,-14.71428571,,-35.71428571,-39.57142857,9.142857143
2020-09-01,Barking and Dagenham,-18.28571429,-13.42857143,,-35.28571429,-39.28571429,8.857142857
2020-09-02,Barking and Dagenham,-19.57142857,-13.14285714,,-35.14285714,-39.14285714,9
2020-09-03,Barking and Dagenham,-19.42857143,-12.14285714,,-34.57142857,-38.85714286,8.857142857
2020-09-04,Barking and Dagenham,-19.57142857,-12.14285714,,-33.71428571,-38.42857143,8.714285714
2020-09-05,Barking and Dagenham,-19,-11.57142857,,-33.57142857,-38,8.571428571
2020-09-06,Barking and Dagenham,-18.71428571,-10.71428571,,-33.85714286,-37.85714286,8.714285714
2020-09-07,Barking and Dagenham,-18.14285714,-8.857142857,,-31,-34.14285714,7.714285714
2020-09-08,Barking and Dagenham,-17.85714286,-8.857142857,,-30,-33.85714286,7.571428571
2020-09-09,Barking and Dagenham,-17.28571429,-7.857142857,,-29.42857143,-33.42857143,7.142857143
2020-09-10,Barking and Dagenham,-16.28571429,-7.142857143,,-28.42857143,-33.14285714,6.857142857
2020-09-11,Barking and Dagenham,-15.71428571,-6.285714286,98,-27.57142857,-32.71428571,6.714285714
2020-09-12,Barking and Dagenham,-15.85714286,-6,98.5,-27.57142857,-32.57142857,6.714285714
2020-09-13,Barking and Dagenham,-16.14285714,-5.428571429,108.3333333,-27,-32.42857143,6.571428571
2020-09-14,Barking and Dagenham,-16.42857143,-5,114.25,-26.85714286,-31.57142857,6.428571429
2020-09-15,Barking and Dagenham,-16.71428571,-4.714285714,114.2,-26.42857143,-30.71428571,6.428571429
2020-09-16,Barking and Dagenham,-16.85714286,-4.714285714,111.3333333,-26,-30,6.428571429
2020-09-17,Barking and Dagenham,-17.42857143,-4.857142857,110.4285714,-25.85714286,-29.28571429,6.428571429
2020-09-18,Barking and Dagenham,-17.57142857,-4.857142857,110.7142857,-26,-28.85714286,6.428571429
2020-09-19,Barking and Dagenham,-17.57142857,-4.714285714,108.8571429,-26.28571429,-29.14285714,6.428571429
2020-09-20,Barking and Dagenham,-17.71428571,-5,105.4285714,-26.71428571,-29.28571429,6.714285714
2020-09-21,Barking and Dagenham,-17.57142857,-4.857142857,101.1428571,-26.57142857,-29.28571429,6.714285714
2020-09-22,Barking and Dagenham,-17.71428571,-5,99.28571429,-26.57142857,-29.42857143,6.571428571
2020-09-23,Barking and Dagenham,-18,-5.285714286,88.42857143,-27,-29.28571429,6.857142857
2020-09-24,Barking and Dagenham,-18.28571429,-5.285714286,79.14285714,-27.57142857,-29.14285714,7
2020-09-25,Barking and Dagenham,-18.57142857,-5.285714286,68.28571429,-27.71428571,-29,7.142857143
2020-09-26,Barking and Dagenham,-18.85714286,-5.571428571,57.71428571,-28.42857143,-29.14285714,7.428571429
2020-09-27,Barking and Dagenham,-19.42857143,-6,44.71428571,-29.28571429,-29.71428571,7.714285714
2020-09-28,Barking and Dagenham,-19,-6.142857143,41.57142857,-29.42857143,-29.42857143,7.714285714
2020-09-29,Barking and Dagenham,-19,-6.428571429,34.71428571,-29.71428571,-28.85714286,7.857142857
2020-09-30,Barking and Dagenham,-18.71428571,-6.285714286,34.71428571,-29.42857143,-28.85714286,7.714285714
2020-10-01,Barking and Dagenham,-18.28571429,-5.857142857,36.14285714,-28.85714286,-28.42857143,7.714285714
2020-10-02,Barking and Dagenham,-19.42857143,-7.285714286,32.14285714,-28.85714286,-28.14285714,7.857142857
2020-10-03,Barking and Dagenham,-19.71428571,-7.428571429,29.28571429,-28,-28.14285714,8
2020-10-04,Barking and Dagenham,-20.14285714,-8.285714286,24.28571429,-28.42857143,-28,8.142857143
2020-10-05,Barking and Dagenham,-20.71428571,-8.428571429,19.57142857,-28,-27.85714286,8.142857143
2020-10-06,Barking and Dagenham,-20.71428571,-8.285714286,16.85714286,-27.28571429,-27.85714286,8.142857143
2020-10-07,Barking and Dagenham,-21,-8,18.57142857,-27.28571429,-27.57142857,8.142857143
2020-10-08,Barking and Dagenham,-21.57142857,-8.857142857,14.42857143,-27.57142857,-27.71428571,8.142857143
2020-10-09,Barking and Dagenham,-20.85714286,-7.571428571,18.42857143,-27.42857143,-27.57142857,7.857142857
2020-10-10,Barking and Dagenham,-20.57142857,-7.714285714,23.28571429,-27,-27.14285714,7.714285714
2020-10-11,Barking and Dagenham,-19.85714286,-7,32.28571429,-25.71428571,-26.71428571,7.428571429
2020-10-12,Barking and Dagenham,-20.71428571,-8,29.42857143,-26.14285714,-26.71428571,7.571428571
2020-10-13,Barking and Dagenham,-22,-9.142857143,23.85714286,-27.42857143,-26.71428571,7.714285714
2020-10-14,Barking and Dagenham,-22,-9.142857143,21.57142857,-27.57142857,-26.57142857,7.857142857
2020-10-15,Barking and Dagenham,-21.71428571,-8.571428571,22,-27.57142857,-26.28571429,7.857142857
2020-10-16,Barking and Dagenham,-21,-8.142857143,22.71428571,-27.28571429,-26,7.857142857
2020-10-17,Barking and Dagenham,-21,-7.857142857,22.85714286,-28.57142857,-26.14285714,8
2020-10-18,Barking and Dagenham,-21.14285714,-7.857142857,22.14285714,-29.14285714,-26.42857143,8.142857143
2020-10-19,Barking and Dagenham,-20.42857143,-7,26.14285714,-29.42857143,-26.28571429,8.285714286
2020-10-20,Barking and Dagenham,-19.28571429,-5.857142857,34.71428571,-29.14285714,-26.14285714,8.285714286
2020-10-21,Barking and Dagenham,-20.28571429,-6.857142857,30.42857143,-29.71428571,-26.28571429,8.428571429
2020-10-22,Barking and Dagenham,-20.28571429,-6.571428571,33.57142857,-30,-26.28571429,8.571428571
2020-10-23,Barking and Dagenham,-20.71428571,-7,33.85714286,-31.14285714,-26.85714286,8.857142857
2020-10-24,Barking and Dagenham,-20.85714286,-7.285714286,31.42857143,-30.85714286,-26.85714286,8.857142857
2020-10-25,Barking and Dagenham,-20.42857143,-7,29.28571429,-31.28571429,-26.71428571,8.857142857
2020-10-26,Barking and Dagenham,-20.57142857,-7.571428571,27.71428571,-32.28571429,-28.28571429,9.142857143
2020-10-27,Barking and Dagenham,-21,-8.571428571,19.28571429,-33.57142857,-30,9.571428571
2020-10-28,Barking and Dagenham,-20,-8.571428571,22.28571429,-34.14285714,-31.42857143,9.714285714
2020-10-29,Barking and Dagenham,-20.28571429,-9.857142857,15.85714286,-35.42857143,-33.28571429,10.14285714
2020-10-30,Barking and Dagenham,-20.14285714,-9.857142857,14.57142857,-35.57142857,-34.57142857,10.42857143
2020-10-31,Barking and Dagenham,-20.14285714,-9.571428571,12.85714286,-35.14285714,-34.71428571,10.42857143
2020-11-01,Barking and Dagenham,-19.85714286,-9,12.14285714,-34,-34.71428571,10.28571429
2020-11-02,Barking and Dagenham,-18.85714286,-7.857142857,9.142857143,-32.57142857,-33,9.714285714
2020-11-03,Barking and Dagenham,-17.28571429,-6.714285714,11.14285714,-30.85714286,-31.14285714,9
2020-11-04,Barking and Dagenham,-15,-5.142857143,13.57142857,-29.14285714,-29.28571429,8.285714286
2020-11-05,Barking and Dagenham,-18,-4.571428571,17.28571429,-28.71428571,-28.14285714,8.285714286
2020-11-06,Barking and Dagenham,-21,-4.428571429,17.71428571,-29.42857143,-27.14285714,8.571428571
2020-11-07,Barking and Dagenham,-23.57142857,-4.285714286,24.42857143,-31.42857143,-28.71428571,9.428571429
2020-11-08,Barking and Dagenham,-27.28571429,-5.142857143,28.57142857,-33.85714286,-30.57142857,10.28571429
2020-11-09,Barking and Dagenham,-31,-6,30.85714286,-35.28571429,-31.42857143,11
2020-11-10,Barking and Dagenham,-35,-6.285714286,36.57142857,-36.57142857,-32.28571429,11.71428571
2020-11-11,Barking and Dagenham,-39.85714286,-7,35,-38.28571429,-33.28571429,12.71428571
2020-11-12,Barking and Dagenham,-39.28571429,-6.428571429,36.42857143,-38.28571429,-33.42857143,12.85714286
2020-11-13,Barking and Dagenham,-38.57142857,-6,37.57142857,-37.57142857,-33.71428571,12.85714286
2020-11-14,Barking and Dagenham,-38.85714286,-6.428571429,28.42857143,-37.85714286,-34,12.85714286
2020-11-15,Barking and Dagenham,-39,-6.428571429,21.57142857,-37.85714286,-34.28571429,12.71428571
2020-11-16,Barking and Dagenham,-38.71428571,-6.428571429,19.28571429,-37.85714286,-34.28571429,12.71428571
2020-11-17,Barking and Dagenham,-38.57142857,-6.428571429,17.28571429,-38,-34.28571429,12.85714286
2020-11-18,Barking and Dagenham,-38.57142857,-6.285714286,18.14285714,-38,-34.42857143,12.85714286
2020-11-19,Barking and Dagenham,-39,-6.857142857,14.28571429,-38,-34.42857143,12.85714286
2020-11-20,Barking and Dagenham,-39.57142857,-6.857142857,11.28571429,-38.57142857,-34.28571429,13
2020-11-21,Barking and Dagenham,-39,-6.142857143,16.14285714,-36.71428571,-34.14285714,12.85714286
2020-11-22,Barking and Dagenham,-38.14285714,-5.571428571,23.28571429,-36.42857143,-34.14285714,12.85714286
2020-11-23,Barking and Dagenham,-38.28571429,-5.428571429,24.71428571,-36.28571429,-34,12.85714286
2020-11-24,Barking and Dagenham,-38.14285714,-5.285714286,24,-36.42857143,-34,12.71428571
2020-11-25,Barking and Dagenham,-38.14285714,-5.285714286,23,-36.42857143,-33.85714286,12.71428571
2020-11-26,Barking and Dagenham,-37.42857143,-4.714285714,27.28571429,-36.14285714,-33.71428571,12.57142857
2020-11-27,Barking and Dagenham,-37.14285714,-4.428571429,28.42857143,-36,-33.71428571,12.42857143
2020-11-28,Barking and Dagenham,-37.14285714,-4.285714286,28.28571429,-36.85714286,-33.28571429,12.42857143
2020-11-29,Barking and Dagenham,-37.42857143,-4.285714286,23.42857143,-36.85714286,-33.14285714,12.42857143
2020-11-30,Barking and Dagenham,-37,-4,20.57142857,-37,-33.14285714,12.42857143
2020-12-01,Barking and Dagenham,-37,-4,19.28571429,-36.57142857,-32.85714286,12.42857143
2020-12-02,Barking and Dagenham,-34.71428571,-4.142857143,18.57142857,-35.71428571,-32.14285714,12
2020-12-03,Barking and Dagenham,-33.57142857,-5.571428571,10.85714286,-35.42857143,-31.42857143,11.71428571
2020-12-04,Barking and Dagenham,-31.42857143,-6.285714286,8.714285714,-34.57142857,-30.57142857,11.28571429
2020-12-05,Barking and Dagenham,-28.85714286,-6.714285714,8.571428571,-33.42857143,-29.28571429,10.57142857
2020-12-06,Barking and Dagenham,-26.71428571,-7.428571429,6.428571429,-32.14285714,-27.71428571,10
2020-12-07,Barking and Dagenham,-24.57142857,-7.714285714,7.428571429,-31.57142857,-27.28571429,9.571428571
2020-12-08,Barking and Dagenham,-22.28571429,-7.714285714,7.571428571,-31,-26.85714286,9.285714286
2020-12-09,Barking and Dagenham,-22.71428571,-7.857142857,7.285714286,-31.57142857,-27,9.285714286
2020-12-10,Barking and Dagenham,-21.85714286,-6.571428571,11.28571429,-31.71428571,-27.28571429,9.142857143
2020-12-11,Barking and Dagenham,-22,-6.571428571,14.42857143,-31.71428571,-27.57142857,9
2020-12-12,Barking and Dagenham,-22.71428571,-6.857142857,14.71428571,-31.57142857,-27.85714286,9
2020-12-13,Barking and Dagenham,-22.85714286,-6.857142857,12.71428571,-32.14285714,-27.85714286,9
2020-12-14,Barking and Dagenham,-22.71428571,-6.714285714,15.28571429,-31.28571429,-28.28571429,9
2020-12-15,Barking and Dagenham,-21.71428571,-6.428571429,15.71428571,-31.14285714,-28.85714286,8.857142857
2020-12-16,Barking and Dagenham,-21.85714286,-5.857142857,15.71428571,-31.42857143,-29.57142857,9
2020-12-17,Barking and Dagenham,-22.28571429,-5.428571429,18.57142857,-32.14285714,-30.42857143,9.428571429
2020-12-18,Barking and Dagenham,-23.14285714,-5.428571429,16.14285714,-33.57142857,-31.85714286,10.14285714
2020-12-19,Barking and Dagenham,-23.71428571,-4.857142857,16.42857143,-34.85714286,-32.57142857,10.42857143
2020-12-20,Barking and Dagenham,-25.71428571,-4,21.42857143,-35.85714286,-33.85714286,10.85714286
2020-12-21,Barking and Dagenham,-27.85714286,-2.428571429,16.57142857,-39.14285714,-36.28571429,12
2020-12-22,Barking and Dagenham,-30.42857143,-0.571428571,15.42857143,-42,-39.14285714,13.28571429
2020-12-23,Barking and Dagenham,-30.71428571,3.428571429,13.85714286,-44,-42.14285714,14.42857143
2020-12-24,Barking and Dagenham,-31.57142857,7.285714286,11.42857143,-46.57142857,-46.14285714,15.71428571
