date,borough,Retail & recreation,Grocery & pharmacy,Parks,Transit stations,Workplaces,Residential
2022-01-17,Hammersmith and Fulham,-37.57142857,-13.42857143,23,-43.85714286,-39.57142857,12.28571429
2022-01-18,Hammersmith and Fulham,-37,-13.42857143,25.85714286,-43.42857143,-39.28571429,12.14285714
2022-01-19,Hammersmith and Fulham,-37,-13.42857143,24.42857143,-43.42857143,-39,12
2022-01-20,Hammersmith and Fulham,-36.85714286,-13.42857143,23.14285714,-43.28571429,-38.71428571,11.71428571
2022-01-21,Hammersmith and Fulham,-36.85714286,-13.57142857,22.57142857,-43,-38.57142857,11.57142857
2022-01-22,Hammersmith and Fulham,-38.14285714,-13.71428571,18,-44.14285714,-38.71428571,11.57142857
2022-01-23,Hammersmith and Fulham,-35.85714286,-13.57142857,15.42857143,-43.57142857,-39,11.57142857
2022-01-24,Hammersmith and Fulham,-35.71428571,-14,11.14285714,-43.57142857,-39,11.57142857
2022-01-25,Hammersmith and Fulham,-35,-13.85714286,9.285714286,-43.28571429,-39,11.42857143
2022-01-26,Hammersmith and Fulham,-34.57142857,-13.85714286,10.14285714,-42.57142857,-39,11.42857143
2022-01-27,Hammersmith and Fulham,-34,-13.71428571,12,-41.71428571,-38.85714286,11.28571429
2022-01-28,Hammersmith and Fulham,-33.42857143,-13.71428571,12.71428571,-40.85714286,-38.71428571,11
2022-01-29,Hammersmith and Fulham,-31.14285714,-12.85714286,19,-38.85714286,-38.71428571,10.85714286
2022-01-30,Hammersmith and Fulham,-33.14285714,-12.71428571,22.28571429,-39.42857143,-38.71428571,10.57142857
2022-01-31,Hammersmith and Fulham,-33,-12.14285714,22.28571429,-39,-38.42857143,10.42857143
2022-02-01,Hammersmith and Fulham,-33.57142857,-11.85714286,24.28571429,-37.85714286,-38,10.14285714
2022-02-02,Hammersmith and Fulham,-33.71428571,-11.57142857,25,-37.42857143,-37.71428571,9.714285714
2022-02-03,Hammersmith and Fulham,-34,-11.57142857,23.85714286,-37.42857143,-37.42857143,9.571428571
2022-02-04,Hammersmith and Fulham,-34.14285714,-11.42857143,22.42857143,-37.57142857,-37.42857143,9.714285714
2022-02-05,Hammersmith and Fulham,-34.28571429,-11.85714286,18,-37.85714286,-37.28571429,9.714285714
2022-02-06,Hammersmith and Fulham,-34.42857143,-12,12.57142857,-38,-37.28571429,9.857142857
2022-02-07,Hammersmith and Fulham,-34,-12,13.14285714,-37.42857143,-37,9.714285714
2022-02-08,Hammersmith and Fulham,-33.42857143,-11.85714286,12.71428571,-37.71428571,-37,9.571428571
2022-02-09,Hammersmith and Fulham,-32.14285714,-11.71428571,13,-37.28571429,-37,9.428571429
2022-02-10,Hammersmith and Fulham,-31.71428571,-11.57142857,13,-37,-37,9.285714286
2022-02-11,Hammersmith and Fulham,-31.42857143,-11.42857143,15.71428571,-36.71428571,-36.71428571,9
2022-02-12,Hammersmith and Fulham,-32.57142857,-11.57142857,14.57142857,-37.14285714,-36.42857143,8.857142857
2022-02-13,Hammersmith and Fulham,-31.42857143,-11.71428571,10.57142857,-36.42857143,-36.14285714,8.857142857
2022-02-14,Hammersmith and Fulham,-29.57142857,-11.28571429,9,-36.57142857,-37.28571429,8.714285714
2022-02-15,Hammersmith and Fulham,-29.57142857,-12,4.428571429,-37.14285714,-38.42857143,9
2022-02-16,Hammersmith and Fulham,-29.42857143,-11.71428571,1.428571429,-37.71428571,-39.28571429,9.285714286
2022-02-17,Hammersmith and Fulham,-28.28571429,-11.42857143,1.428571429,-37.85714286,-40.28571429,9.285714286
2022-02-18,Hammersmith and Fulham,-29.42857143,-13.42857143,-7.285714286,-38.42857143,-42.14285714,10.42857143
2022-02-19,Hammersmith and Fulham,-28.14285714,-13.28571429,-10.14285714,-37.85714286,-42.42857143,10.71428571
2022-02-20,Hammersmith and Fulham,-28.42857143,-12.42857143,-9.571428571,-38.14285714,-42.71428571,10.85714286
2022-02-21,Hammersmith and Fulham,-29.85714286,-12.71428571,-9.857142857,-38.14285714,-42,11
2022-02-22,Hammersmith and Fulham,-27.14285714,-11.85714286,-5.714285714,-37,-40.85714286,10.57142857
2022-02-23,Hammersmith and Fulham,-26,-11.85714286,-3,-36.28571429,-39.85714286,10.14285714
2022-02-24,Hammersmith and Fulham,-26.28571429,-11.57142857,-5.428571429,-35.85714286,-38.85714286,10
2022-02-25,Hammersmith and Fulham,-24.57142857,-8.857142857,2.285714286,-35,-37,8.714285714
2022-02-26,Hammersmith and Fulham,-24.85714286,-7.857142857,7.142857143,-35.42857143,-36.85714286,8.285714286
2022-02-27,Hammersmith and Fulham,-24.28571429,-7,16.28571429,-35,-36.42857143,7.714285714
2022-02-28,Hammersmith and Fulham,-24.42857143,-6.714285714,17.57142857,-34.85714286,-36,7.428571429
2022-03-01,Hammersmith and Fulham,-27.85714286,-7,14.71428571,-36.85714286,-36.71428571,7.857142857
2022-03-02,Hammersmith and Fulham,-29.57142857,-7.285714286,11.42857143,-36.71428571,-36.85714286,8
2022-03-03,Hammersmith and Fulham,-30.28571429,-7.142857143,13.71428571,-38.71428571,-37.71428571,8.428571429
2022-03-04,Hammersmith and Fulham,-30.28571429,-8,10.42857143,-38.71428571,-37.85714286,8.428571429
2022-03-05,Hammersmith and Fulham,-29.28571429,-8,6.142857143,-38.14285714,-37.85714286,8.571428571
2022-03-06,Hammersmith and Fulham,-29.57142857,-8.285714286,0.428571429,-38.42857143,-38.14285714,8.714285714
2022-03-07,Hammersmith and Fulham,-29.71428571,-8.714285714,-0.857142857,-38.57142857,-38.14285714,8.714285714
2022-03-08,Hammersmith and Fulham,-29,-8.428571429,1,-37.28571429,-37.28571429,8.142857143
2022-03-09,Hammersmith and Fulham,-29.28571429,-8.857142857,1.857142857,-38,-37,8
2022-03-10,Hammersmith and Fulham,-29.42857143,-9.857142857,1.714285714,-36,-36,7.285714286
2022-03-11,Hammersmith and Fulham,-30,-10.28571429,0.571428571,-36.28571429,-36,7.285714286
2022-03-12,Hammersmith and Fulham,-31,-11,1.714285714,-35.57142857,-36.14285714,7.142857143
2022-03-13,Hammersmith and Fulham,-28.28571429,-11.42857143,0,-33.14285714,-36.42857143,7.285714286
2022-03-14,Hammersmith and Fulham,-28,-11.71428571,-0.428571429,-32.71428571,-36.28571429,7.285714286
2022-03-15,Hammersmith and Fulham,-27.85714286,-12.14285714,0.142857143,-32.57142857,-36.14285714,7.285714286
2022-03-16,Hammersmith and Fulham,-28.28571429,-13.14285714,-3.571428571,-32.14285714,-36.14285714,7.428571429
2022-03-17,Hammersmith and Fulham,-27.28571429,-12.85714286,-2.857142857,-31.85714286,-36,7.428571429
2022-03-18,Hammersmith and Fulham,-26.42857143,-12.28571429,2.857142857,-31.57142857,-35.85714286,7.285714286
2022-03-19,Hammersmith and Fulham,-27.14285714,-12.42857143,5.571428571,-32.85714286,-35.85714286,7.285714286
2022-03-20,Hammersmith and Fulham,-29.14285714,-12.42857143,10.42857143,-34.85714286,-35.85714286,7.142857143
2022-03-21,Hammersmith and Fulham,-28.85714286,-12,13.57142857,-35.42857143,-35.85714286,7
2022-03-22,Hammersmith and Fulham,-28.57142857,-11.85714286,17.14285714,-35.71428571,-35.57142857,6.857142857
2022-03-23,Hammersmith and Fulham,-27.71428571,-10.42857143,26.71428571,-36,-35.28571429,6.571428571
2022-03-24,Hammersmith and Fulham,-28,-10.42857143,29.42857143,-36.42857143,-35.14285714,6.571428571
2022-03-25,Hammersmith and Fulham,-28.57142857,-10.42857143,29.85714286,-36.42857143,-35.14285714,6.428571429
2022-03-26,Hammersmith and Fulham,-28.42857143,-10,33.57142857,-35.71428571,-35.42857143,6
2022-03-27,Hammersmith and Fulham,-29.42857143,-10.28571429,31,-35.71428571,-35.28571429,5.714285714
2022-03-28,Hammersmith and Fulham,-30.14285714,-10.71428571,30.57142857,-35.71428571,-35.57142857,5.857142857
2022-03-29,Hammersmith and Fulham,-31.28571429,-11,24.71428571,-36.14285714,-36,6
2022-03-30,Hammersmith and Fulham,-32,-11.42857143,17.71428571,-36.71428571,-36.14285714,6.142857143
2022-03-31,Hammersmith and Fulham,-32.85714286,-12,10,-37.14285714,-36.28571429,6.285714286
2022-04-01,Hammersmith and Fulham,-33.28571429,-12.14285714,4.285714286,-38.14285714,-36.42857143,6.428571429
2022-04-02,Hammersmith and Fulham,-32,-12.28571429,-3.285714286,-38.85714286,-36.28571429,6.857142857
2022-04-03,Hammersmith and Fulham,-31.85714286,-11.85714286,5.571428571,-38.42857143,-36.14285714,7.142857143
2022-04-04,Hammersmith and Fulham,-32.14285714,-12,-0.142857143,-38.85714286,-36.85714286,7.428571429
2022-04-05,Hammersmith and Fulham,-31.42857143,-12.42857143,1.142857143,-38.85714286,-37.42857143,7.571428571
2022-04-06,Hammersmith and Fulham,-28.28571429,-13.14285714,0.142857143,-38.14285714,-38.42857143,7.714285714
2022-04-07,Hammersmith and Fulham,-27.85714286,-13.42857143,1.142857143,-38.28571429,-39.28571429,7.857142857
2022-04-08,Hammersmith and Fulham,-27.85714286,-14,2.142857143,-38,-40.14285714,8
2022-04-09,Hammersmith and Fulham,-30.42857143,-14.85714286,2.142857143,-38.42857143,-40,7.857142857
2022-04-10,Hammersmith and Fulham,-30.57142857,-15.42857143,-5.285714286,-39,-40.28571429,7.857142857
2022-04-11,Hammersmith and Fulham,-30,-15.28571429,0,-38.71428571,-40.42857143,7.571428571
2022-04-12,Hammersmith and Fulham,-30.14285714,-15,0,-38.57142857,-40.57142857,7.428571429
2022-04-13,Hammersmith and Fulham,-32.85714286,-14.14285714,3.285714286,-39.28571429,-40.71428571,7.285714286
2022-04-14,Hammersmith and Fulham,-32.28571429,-13,7.428571429,-39.14285714,-41.57142857,7
2022-04-15,Hammersmith and Fulham,-33,-14.14285714,10.71428571,-40.71428571,-45,7.285714286
2022-04-16,Hammersmith and Fulham,-34.14285714,-15,14.14285714,-41.42857143,-46.28571429,7.285714286
2022-04-17,Hammersmith and Fulham,-37.85714286,-19.42857143,14.42857143,-41.57142857,-47.85714286,6.857142857
2022-04-18,Hammersmith and Fulham,-37,-21,14.14285714,-43.71428571,-51.71428571,7
2022-04-19,Hammersmith and Fulham,-37,-20.71428571,14.57142857,-43.85714286,-51.71428571,7
2022-04-20,Hammersmith and Fulham,-36,-20.71428571,16.71428571,-43.28571429,-50.71428571,6.714285714
2022-04-21,Hammersmith and Fulham,-36.85714286,-21.28571429,18.85714286,-43,-48.85714286,6.571428571
2022-04-22,Hammersmith and Fulham,-36.57142857,-19.71428571,15.85714286,-41.42857143,-44.42857143,6.142857143
2022-04-23,Hammersmith and Fulham,-35.28571429,-18.57142857,14,-41.28571429,-43.14285714,6.142857143
2022-04-24,Hammersmith and Fulham,-31,-14,17.71428571,-40.85714286,-41.14285714,6.428571429
2022-04-25,Hammersmith and Fulham,-31.85714286,-12.42857143,15.14285714,-38.28571429,-36,6.142857143
2022-04-26,Hammersmith and Fulham,-30.42857143,-11.85714286,16.71428571,-37.14285714,-34.71428571,5.857142857
2022-04-27,Hammersmith and Fulham,-31.71428571,-11.71428571,12.71428571,-37,-34.28571429,5.857142857
2022-04-28,Hammersmith and Fulham,-31.85714286,-11.57142857,9.285714286,-36.71428571,-34,5.857142857
2022-04-29,Hammersmith and Fulham,-30.14285714,-11.28571429,9.571428571,-35.85714286,-33.85714286,5.571428571
2022-04-30,Hammersmith and Fulham,-29.57142857,-10.85714286,12.71428571,-35.42857143,-33.85714286,5.285714286
2022-05-01,Hammersmith and Fulham,-29.71428571,-10.14285714,4.571428571,-36.14285714,-34.14285714,5.285714286
2022-05-02,Hammersmith and Fulham,-27.14285714,-11,10.85714286,-38.71428571,-39.14285714,5.857142857
2022-05-03,Hammersmith and Fulham,-28.85714286,-11.14285714,9.142857143,-39.57142857,-39.28571429,5.857142857
2022-05-04,Hammersmith and Fulham,-28.85714286,-11.14285714,9.857142857,-39.71428571,-39.14285714,5.857142857
2022-05-05,Hammersmith and Fulham,-27.85714286,-10.71428571,12.85714286,-40,-39,5.714285714
2022-05-06,Hammersmith and Fulham,-28.42857143,-10.71428571,17.42857143,-40.85714286,-38.71428571,5.714285714
2022-05-07,Hammersmith and Fulham,-26.28571429,-10.57142857,16.71428571,-39.85714286,-38.42857143,6
2022-05-08,Hammersmith and Fulham,-26,-10.85714286,28.14285714,-39.57142857,-37.85714286,5.857142857
2022-05-09,Hammersmith and Fulham,-27.71428571,-9.714285714,26.28571429,-37.42857143,-32.57142857,5.142857143
2022-05-10,Hammersmith and Fulham,-26.57142857,-10,27.14285714,-37.14285714,-32.28571429,5.142857143
2022-05-11,Hammersmith and Fulham,-26,-10.42857143,24.85714286,-37,-32.28571429,5
2022-05-12,Hammersmith and Fulham,-26.28571429,-11,23.14285714,-36.28571429,-32.42857143,5
2022-05-13,Hammersmith and Fulham,-26.71428571,-11.14285714,22.57142857,-36.28571429,-32.57142857,4.857142857
2022-05-14,Hammersmith and Fulham,-29.28571429,-11.71428571,26.71428571,-36.57142857,-33,4.571428571
2022-05-15,Hammersmith and Fulham,-30.57142857,-11.57142857,14.14285714,-36.71428571,-33.85714286,4.857142857
2022-05-16,Hammersmith and Fulham,-31.71428571,-11.57142857,12.14285714,-36.57142857,-34.14285714,4.857142857
2022-05-17,Hammersmith and Fulham,-32.57142857,-11.42857143,17.28571429,-36.42857143,-34,4.714285714
2022-05-18,Hammersmith and Fulham,-32.57142857,-11,24,-36.57142857,-33.85714286,4.714285714
2022-05-19,Hammersmith and Fulham,-31.28571429,-10.71428571,25.85714286,-36.71428571,-33.71428571,4.714285714
2022-05-20,Hammersmith and Fulham,-31.42857143,-11.14285714,21,-36.71428571,-33.71428571,5
2022-05-21,Hammersmith and Fulham,-31.14285714,-10.85714286,17.85714286,-37.28571429,-33.42857143,5.142857143
2022-05-22,Hammersmith and Fulham,-29.71428571,-11.42857143,28.71428571,-36.57142857,-32.85714286,4.714285714
2022-05-23,Hammersmith and Fulham,-29.57142857,-11.42857143,28,-36.71428571,-32.57142857,4.714285714
2022-05-24,Hammersmith and Fulham,-29.71428571,-11.71428571,20.14285714,-36.14285714,-32.71428571,4.857142857
2022-05-25,Hammersmith and Fulham,-30.14285714,-11.42857143,15.14285714,-36.28571429,-32.71428571,4.857142857
2022-05-26,Hammersmith and Fulham,-31.57142857,-11.14285714,12.14285714,-36.57142857,-32.71428571,4.857142857
2022-05-27,Hammersmith and Fulham,-31.57142857,-10.14285714,18.14285714,-36.28571429,-32.71428571,4.428571429
2022-05-28,Hammersmith and Fulham,-32.14285714,-10.14285714,15.57142857,-36.57142857,-32.85714286,4.285714286
2022-05-29,Hammersmith and Fulham,-33.57142857,-10,8.285714286,-37,-32.71428571,4.428571429
2022-05-30,Hammersmith and Fulham,-32.57142857,-9.857142857,5.142857143,-36.71428571,-34,4.571428571
2022-05-31,Hammersmith and Fulham,-31.57142857,-9.428571429,3.428571429,-36.71428571,-35.28571429,4.714285714
2022-06-01,Hammersmith and Fulham,-29.71428571,-8.571428571,4.428571429,-36.57142857,-36.85714286,4.428571429
2022-06-02,Hammersmith and Fulham,-28.71428571,-9.285714286,4.428571429,-38.85714286,-42.28571429,5
2022-06-03,Hammersmith and Fulham,-29.28571429,-11.57142857,-0.428571429,-41.42857143,-47,6
2022-06-04,Hammersmith and Fulham,-30,-12.85714286,-1.428571429,-42.71428571,-47.71428571,6.285714286
2022-06-05,Hammersmith and Fulham,-30.85714286,-13.57142857,-3.857142857,-44,-48.28571429,6.428571429
2022-06-06,Hammersmith and Fulham,-32.42857143,-13.71428571,-2.142857143,-44.14285714,-48.28571429,6.571428571
2022-06-07,Hammersmith and Fulham,-33.57142857,-13.57142857,3.571428571,-45,-47.42857143,6.428571429
2022-06-08,Hammersmith and Fulham,-35.57142857,-14.28571429,5.428571429,-45,-46.14285714,6.571428571
2022-06-09,Hammersmith and Fulham,-36.85714286,-13.85714286,5.857142857,-42,-40.85714286,6.142857143
2022-06-10,Hammersmith and Fulham,-36.14285714,-11.57142857,14.42857143,-39.42857143,-36.28571429,5.285714286
2022-06-11,Hammersmith and Fulham,-35.14285714,-10,22.85714286,-37.57142857,-35.42857143,5
2022-06-12,Hammersmith and Fulham,-34.42857143,-8.714285714,33.85714286,-36.42857143,-35,4.857142857
2022-06-13,Hammersmith and Fulham,-33.28571429,-8,38.71428571,-35.28571429,-33.85714286,4.428571429
2022-06-14,Hammersmith and Fulham,-32.57142857,-7.571428571,41.57142857,-34.85714286,-33.57142857,4.142857143
2022-06-15,Hammersmith and Fulham,-31.85714286,-7.285714286,45.28571429,-34.42857143,-33.57142857,4
2022-06-16,Hammersmith and Fulham,-31.42857143,-6.571428571,49.42857143,-34.71428571,-33.85714286,3.714285714
2022-06-17,Hammersmith and Fulham,-31.71428571,-6.571428571,48.14285714,-34.57142857,-34,3.571428571
2022-06-18,Hammersmith and Fulham,-31.71428571,-7,38.28571429,-34.71428571,-34.57142857,3.714285714
2022-06-19,Hammersmith and Fulham,-30.85714286,-7.142857143,30.14285714,-34.28571429,-34.85714286,3.714285714
2022-06-20,Hammersmith and Fulham,-31,-7,30.71428571,-35.14285714,-35,3.571428571
2022-06-21,Hammersmith and Fulham,-31.57142857,-7.428571429,31,-37.85714286,-36.57142857,4.428571429
2022-06-22,Hammersmith and Fulham,-31.71428571,-7.571428571,32,-38,-37,4.714285714
2022-06-23,Hammersmith and Fulham,-32.28571429,-8,29,-39.42857143,-37.85714286,5.428571429
2022-06-24,Hammersmith and Fulham,-31.85714286,-8.285714286,23.85714286,-39.42857143,-38,5.714285714
2022-06-25,Hammersmith and Fulham,-31.42857143,-7.857142857,27.42857143,-39,-38,5.714285714
2022-06-26,Hammersmith and Fulham,-31.42857143,-7.857142857,32,-38.57142857,-37.71428571,5.571428571
2022-06-27,Hammersmith and Fulham,-30.71428571,-8.428571429,27.28571429,-38.14285714,-37.85714286,5.714285714
2022-06-28,Hammersmith and Fulham,-29.71428571,-8.285714286,23.71428571,-35.14285714,-36.57142857,5
2022-06-29,Hammersmith and Fulham,-28.85714286,-8.714285714,19,-34.71428571,-36.28571429,4.857142857
2022-06-30,Hammersmith and Fulham,-28.28571429,-8.714285714,18.57142857,-33.28571429,-35.42857143,4.285714286
2022-07-01,Hammersmith and Fulham,-28.42857143,-8.857142857,18.85714286,-32.85714286,-35.42857143,4.142857143
2022-07-02,Hammersmith and Fulham,-28.71428571,-9.142857143,20.57142857,-32.85714286,-35.42857143,4
2020-02-15,Haringey,-7,-5,-39,-5,-2,2
2020-02-16,Haringey,-10.5,-7.5,-44.5,-8,-3,1.5
2020-02-17,Haringey,-4.333333333,-2.666666667,-28.33333333,-8,-5.666666667,1.666666667
2020-02-18,Haringey,-2,-1.75,-20,-7.75,-7,1.75
2020-02-19,Haringey,6.8,-1.2,-18.2,-5.6,-8,2
2020-02-20,Haringey,6.166666667,-1.166666667,-17.16666667,-5.833333333,-8.5,2.166666667
2020-02-21,Haringey,6.428571429,-0.857142857,-14,-5.857142857,-8.857142857,2.285714286
2020-02-22,Haringey,7,-0.285714286,-10.57142857,-5.428571429,-8.571428571,2
2020-02-23,Haringey,7.714285714,0.857142857,-6.285714286,-3.571428571,-8.285714286,1.857142857
2020-02-24,Haringey,5.571428571,0.142857143,-9.428571429,-3.428571429,-7,1.714285714
2020-02-25,Haringey,4.571428571,0.428571429,-10.14285714,-2.714285714,-5.428571429,1.428571429
2020-02-26,Haringey,-2.285714286,0.428571429,-8.571428571,-4.428571429,-3.714285714,1
2020-02-27,Haringey,-3.571428571,-0.142857143,-5.428571429,-3.571428571,-2.285714286,0.714285714
2020-02-28,Haringey,-5.142857143,-0.857142857,-6.142857143,-3.142857143,-0.857142857,0.428571429
2020-02-29,Haringey,-5,-1.142857143,-7,-3.285714286,-1,0.571428571
2020-03-01,Haringey,2.571428571,-0.142857143,-2.285714286,0.285714286,-1,0.428571429
2020-03-02,Haringey,4.571428571,0.428571429,1.142857143,0.571428571,-1,0.285714286
2020-03-03,Haringey,5.142857143,0.285714286,1.714285714,-0.142857143,-1,0.285714286
2020-03-04,Haringey,11.42857143,0.285714286,0.714285714,2.285714286,-1.142857143,0.428571429
2020-03-05,Haringey,10.85714286,0,-4.428571429,1.428571429,-1.142857143,0.571428571
2020-03-06,Haringey,13,1.428571429,-1,1.714285714,-1.142857143,0.428571429
2020-03-07,Haringey,13.14285714,1.714285714,2.857142857,2.285714286,-1,0.285714286
2020-03-08,Haringey,7.142857143,1,0.285714286,-1.571428571,-1,0.428571429
2020-03-09,Haringey,6.142857143,1,-0.714285714,-2,-1,0.571428571
2020-03-10,Haringey,5.857142857,1.857142857,0.714285714,-1.142857143,-1.571428571,0.857142857
2020-03-11,Haringey,0.142857143,2.857142857,3.285714286,-4.142857143,-2,1
2020-03-12,Haringey,1.428571429,6,7.571428571,-5,-2.714285714,1.142857143
2020-03-13,Haringey,-0.571428571,7.714285714,6.428571429,-7,-4,1.857142857
2020-03-14,Haringey,-2.571428571,9.571428571,4.285714286,-9.571428571,-5,2.428571429
2020-03-15,Haringey,-5.857142857,10.42857143,2.285714286,-12.28571429,-6.285714286,3
2020-03-16,Haringey,-6.142857143,13,9,-14.14285714,-8.714285714,3.857142857
2020-03-17,Haringey,-8,15.28571429,9,-18.28571429,-12.42857143,5.285714286
2020-03-18,Haringey,-10.14285714,19,8,-21.71428571,-17.28571429,7.285714286
2020-03-19,Haringey,-12.85714286,22.57142857,6.428571429,-25,-22.42857143,9.428571429
2020-03-20,Haringey,-16.85714286,22,6.142857143,-28.85714286,-27.57142857,11.71428571
2020-03-21,Haringey,-22.28571429,19.42857143,9.571428571,-33.57142857,-32.57142857,13.42857143
2020-03-22,Haringey,-27.85714286,15.42857143,15.71428571,-38.85714286,-37.85714286,14.71428571
2020-03-23,Haringey,-34.14285714,10.57142857,16.57142857,-43.42857143,-44,17.28571429
2020-03-24,Haringey,-42,4.142857143,18.57142857,-48.42857143,-49.85714286,20
2020-03-25,Haringey,-49.57142857,-4.714285714,21,-53.28571429,-55.14285714,22.57142857
2020-03-26,Haringey,-56.85714286,-14.57142857,26,-58.28571429,-60.14285714,25
2020-03-27,Haringey,-62.85714286,-20.85714286,28.85714286,-62.28571429,-64.42857143,27.14285714
2020-03-28,Haringey,-66.71428571,-25.85714286,22.71428571,-65.71428571,-68.28571429,28.28571429
2020-03-29,Haringey,-70.14285714,-29.85714286,13.28571429,-68.57142857,-71.14285714,29.14285714
2020-03-30,Haringey,-73.85714286,-33.28571429,4.285714286,-71.42857143,-73.42857143,30.42857143
2020-03-31,Haringey,-74.14285714,-34.71428571,2.285714286,-72.42857143,-74.42857143,30.85714286
2020-04-01,Haringey,-74.71428571,-35.71428571,-1.571428571,-73,-75,31.14285714
2020-04-02,Haringey,-74.85714286,-36.28571429,-3,-73.28571429,-75.14285714,31.28571429
2020-04-03,Haringey,-75,-36.42857143,-4.714285714,-73.57142857,-75.42857143,31.28571429
2020-04-04,Haringey,-74.71428571,-35.85714286,1.142857143,-73,-75.28571429,31.14285714
2020-04-05,Haringey,-74.14285714,-34.42857143,9.142857143,-72.14285714,-74.71428571,31
2020-04-06,Haringey,-74,-34.28571429,12.57142857,-72,-74.71428571,30.85714286
2020-04-07,Haringey,-74,-34,19,-71.85714286,-74.71428571,30.85714286
2020-04-08,Haringey,-73.71428571,-33.42857143,23.85714286,-71.57142857,-74.57142857,30.57142857
2020-04-09,Haringey,-73.14285714,-31.85714286,29.85714286,-71.28571429,-74.71428571,30.42857143
2020-04-10,Haringey,-73.14285714,-31.71428571,35.85714286,-71.71428571,-75.71428571,30.85714286
2020-04-11,Haringey,-73.28571429,-31.28571429,36.42857143,-71.71428571,-75.71428571,30.85714286
2020-04-12,Haringey,-74.28571429,-34.14285714,34.42857143,-72,-76.42857143,31
2020-04-13,Haringey,-75,-35.28571429,36.71428571,-73.14285714,-77.71428571,31.57142857
2020-04-14,Haringey,-74.71428571,-35.28571429,34.42857143,-73.14285714,-77.71428571,31.42857143
2020-04-15,Haringey,-74.42857143,-35.14285714,37.14285714,-73,-77.71428571,31.42857143
2020-04-16,Haringey,-74.71428571,-36.14285714,34.42857143,-73,-77.42857143,31.42857143
2020-04-17,Haringey,-74.57142857,-36.14285714,26.14285714,-72.57142857,-76.28571429,31
2020-04-18,Haringey,-74.42857143,-36.42857143,22.57142857,-72.71428571,-75.71428571,31
2020-04-19,Haringey,-73.42857143,-33.85714286,27.85714286,-72.42857143,-74.57142857,30.71428571
2020-04-20,Haringey,-72,-32.42857143,33.42857143,-71,-73,30
2020-04-21,Haringey,-71.85714286,-32.42857143,37.57142857,-70.85714286,-72.57142857,30
2020-04-22,Haringey,-71.57142857,-32.14285714,40.42857143,-70.71428571,-72.14285714,29.85714286
2020-04-23,Haringey,-71.14285714,-31.71428571,47.85714286,-70.28571429,-71.71428571,29.57142857
2020-04-24,Haringey,-70.42857143,-30.85714286,58.14285714,-69.57142857,-71.14285714,29.28571429
2020-04-25,Haringey,-70,-30.28571429,63.85714286,-68.85714286,-71,29.14285714
2020-04-26,Haringey,-69.42857143,-29.71428571,65.85714286,-68.28571429,-70.71428571,29
2020-04-27,Haringey,-69.28571429,-29.42857143,64.42857143,-68,-70.42857143,28.85714286
2020-04-28,Haringey,-70.14285714,-30.71428571,48.71428571,-68.42857143,-70.57142857,29
2020-04-29,Haringey,-70.42857143,-30.85714286,40,-68.42857143,-70.42857143,29
2020-04-30,Haringey,-71,-31.42857143,26,-68.85714286,-70.42857143,29.14285714
2020-05-01,Haringey,-71.42857143,-31.71428571,16.57142857,-69,-70.28571429,29.14285714
2020-05-02,Haringey,-71,-31,18.42857143,-68.71428571,-69.85714286,28.85714286
2020-05-03,Haringey,-71.14285714,-31,12.57142857,-69,-69.85714286,29
2020-05-04,Haringey,-71,-30.14285714,14.85714286,-68.71428571,-69.57142857,28.85714286
2020-05-05,Haringey,-69.71428571,-27.85714286,31.57142857,-67.71428571,-69,28.42857143
2020-05-06,Haringey,-68.85714286,-26.85714286,43,-67,-68.71428571,28.14285714
2020-05-07,Haringey,-67.71428571,-24.71428571,59.28571429,-66,-68.42857143,27.57142857
2020-05-08,Haringey,-67.14285714,-23.71428571,79.57142857,-66.14285714,-69.57142857,27.57142857
2020-05-09,Haringey,-67.14285714,-23.42857143,85.28571429,-65.85714286,-69.42857143,27.42857143
2020-05-10,Haringey,-67.28571429,-23.71428571,81.71428571,-66,-69.28571429,27.42857143
2020-05-11,Haringey,-67.28571429,-23.71428571,75.14285714,-66,-69.14285714,27.42857143
2020-05-12,Haringey,-67,-23.42857143,74.57142857,-65.71428571,-69,27.28571429
2020-05-13,Haringey,-67.14285714,-23.71428571,67.42857143,-66,-68.85714286,27.28571429
2020-05-14,Haringey,-67.14285714,-24.42857143,63,-66.14285714,-68.57142857,27.42857143
2020-05-15,Haringey,-66.57142857,-24,58.57142857,-65.14285714,-67,26.85714286
2020-05-16,Haringey,-66.14285714,-23.57142857,56.14285714,-64.85714286,-66.42857143,26.71428571
2020-05-17,Haringey,-65.14285714,-22.14285714,70.85714286,-63.71428571,-65.57142857,26.28571429
2020-05-18,Haringey,-63.71428571,-21,92.85714286,-62.85714286,-65.28571429,25.85714286
2020-05-19,Haringey,-62.85714286,-20,112.4285714,-62.42857143,-65,25.42857143
2020-05-20,Haringey,-61.85714286,-18.57142857,136.1428571,-61.57142857,-64.71428571,24.85714286
2020-05-21,Haringey,-61,-17.71428571,150.1428571,-61,-64.57142857,24.42857143
2020-05-22,Haringey,-60.14285714,-17.42857143,152.7142857,-60.57142857,-64.28571429,24.28571429
2020-05-23,Haringey,-59.71428571,-17.14285714,151.8571429,-60.42857143,-63.85714286,24.28571429
2020-05-24,Haringey,-59.28571429,-16.71428571,153.5714286,-59.85714286,-63.71428571,24
