date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,StringencyIndexForDisplay,newCasesBySpecimenDate,newDeaths28DaysByDeathDate
2020-06-02,-68.0,-18.0,70.0,-66.0,-63.0,25.0,57.41,50.0,7.0
2020-06-03,-71.0,-23.0,1.0,-68.0,-63.0,27.0,57.41,78.0,6.0
2020-06-04,-70.0,-21.0,7.0,-68.0,-63.0,28.0,57.41,57.0,6.0
2020-06-05,-71.0,-20.0,-3.0,-67.0,-62.0,28.0,57.41,46.0,2.0
2020-06-06,-75.0,-27.0,-36.0,-65.0,-38.0,17.0,57.41,46.0,3.0
2020-06-07,-72.0,-27.0,11.0,-62.0,-35.0,12.0,57.41,45.0,5.0
2020-06-08,-65.0,-19.0,33.0,-66.0,-61.0,25.0,62.96,55.0,8.0
2020-06-09,-67.0,-20.0,48.0,-66.0,-61.0,25.0,62.96,71.0,2.0
2020-06-10,-71.0,-25.0,-21.0,-69.0,-62.0,28.0,62.96,52.0,5.0
2020-06-11,-68.0,-21.0,7.0,-68.0,-62.0,27.0,62.96,46.0,5.0
2020-06-12,-69.0,-19.0,1.0,-66.0,-60.0,27.0,62.96,53.0,5.0
2020-06-13,-69.0,-18.0,54.0,-58.0,-28.0,12.0,62.96,39.0,1.0
2020-06-14,-68.0,-23.0,71.0,-58.0,-27.0,10.0,62.96,30.0,2.0
2020-06-15,-55.0,-16.0,58.0,-62.0,-59.0,23.0,59.26,40.0,3.0
2020-06-16,-59.0,-16.0,53.0,-63.0,-60.0,24.0,59.26,47.0,1.0
2020-06-17,-63.0,-20.0,17.0,-65.0,-60.0,25.0,59.26,42.0,1.0
2020-06-18,-63.0,-19.0,10.0,-66.0,-61.0,26.0,59.26,47.0,0.0
2020-06-19,-62.0,-14.0,19.0,-62.0,-58.0,24.0,59.26,38.0,2.0
2020-06-20,-63.0,-15.0,43.0,-54.0,-25.0,11.0,59.26,29.0,2.0
2020-06-21,-63.0,-22.0,39.0,-57.0,-23.0,9.0,59.26,26.0,2.0
2020-06-22,-54.0,-13.0,97.0,-60.0,-60.0,22.0,59.26,53.0,3.0
2020-06-23,-58.0,-13.0,90.0,-60.0,-60.0,22.0,59.26,50.0,0.0
2020-06-24,-60.0,-12.0,89.0,-61.0,-58.0,22.0,59.26,46.0,4.0
2020-06-25,-60.0,-11.0,88.0,-61.0,-59.0,22.0,59.26,58.0,1.0
2020-06-26,-61.0,-11.0,57.0,-59.0,-57.0,22.0,59.26,48.0,0.0
2020-06-27,-65.0,-18.0,-8.0,-57.0,-29.0,12.0,59.26,32.0,0.0
2020-06-28,-62.0,-23.0,26.0,-55.0,-22.0,9.0,59.26,22.0,1.0
2020-06-29,-55.0,-15.0,34.0,-61.0,-58.0,22.0,59.26,59.0,1.0
2020-06-30,-58.0,-18.0,12.0,-63.0,-58.0,23.0,62.5,52.0,1.0
2020-07-01,-58.0,-17.0,24.0,-62.0,-57.0,23.0,62.5,43.0,1.0
2020-07-02,-58.0,-17.0,16.0,-62.0,-58.0,23.0,64.35,43.0,2.0
2020-07-03,-58.0,-13.0,35.0,-58.0,-56.0,22.0,64.35,38.0,1.0
2020-07-04,-57.0,-19.0,0.0,-52.0,-23.0,10.0,64.35,32.0,1.0
2020-07-05,-52.0,-20.0,59.0,-50.0,-20.0,7.0,64.35,52.0,3.0
2020-07-06,-48.0,-15.0,53.0,-58.0,-57.0,20.0,64.35,55.0,3.0
2020-07-07,-52.0,-18.0,32.0,-59.0,-58.0,21.0,64.35,60.0,1.0
2020-07-08,-55.0,-20.0,-5.0,-61.0,-57.0,22.0,64.35,59.0,3.0
2020-07-09,-54.0,-18.0,5.0,-60.0,-57.0,22.0,64.35,54.0,2.0
2020-07-10,-52.0,-14.0,36.0,-56.0,-55.0,19.0,64.35,39.0,0.0
2020-07-11,-54.0,-18.0,36.0,-48.0,-20.0,7.0,64.35,20.0,3.0
2020-07-12,-51.0,-20.0,72.0,-47.0,-17.0,5.0,64.35,38.0,1.0
2020-07-13,-47.0,-15.0,65.0,-57.0,-56.0,19.0,64.35,85.0,1.0
2020-07-14,-49.0,-17.0,40.0,-58.0,-57.0,20.0,64.35,63.0,0.0
2020-07-15,-48.0,-19.0,28.0,-60.0,-55.0,20.0,62.5,76.0,1.0
2020-07-16,-46.0,-16.0,48.0,-59.0,-55.0,20.0,62.5,70.0,0.0
2020-07-17,-46.0,-14.0,71.0,-54.0,-53.0,17.0,62.5,48.0,2.0
2020-07-18,-50.0,-19.0,45.0,-48.0,-19.0,6.0,62.5,48.0,0.0
2020-07-19,-49.0,-25.0,13.0,-51.0,-18.0,6.0,62.5,42.0,0.0
2020-07-20,-40.0,-14.0,89.0,-57.0,-57.0,18.0,62.5,102.0,0.0
2020-07-21,-44.0,-17.0,67.0,-58.0,-58.0,18.0,62.5,81.0,0.0
2020-07-22,-45.0,-18.0,66.0,-58.0,-56.0,19.0,62.5,85.0,0.0
2020-07-23,-45.0,-17.0,56.0,-58.0,-56.0,19.0,62.5,70.0,2.0
2020-07-24,-47.0,-18.0,45.0,-55.0,-55.0,18.0,62.5,84.0,0.0
2020-07-25,-52.0,-25.0,-27.0,-52.0,-21.0,8.0,62.5,57.0,0.0
2020-07-26,-46.0,-24.0,25.0,-48.0,-15.0,5.0,62.5,64.0,0.0
2020-07-27,-44.0,-19.0,11.0,-59.0,-59.0,19.0,62.5,101.0,2.0
2020-07-28,-43.0,-17.0,49.0,-57.0,-58.0,18.0,62.5,100.0,0.0
2020-07-29,-42.0,-16.0,65.0,-56.0,-57.0,18.0,62.5,103.0,0.0
2020-07-30,-41.0,-13.0,75.0,-56.0,-58.0,17.0,62.5,104.0,0.0
2020-07-31,-46.0,-18.0,55.0,-54.0,-57.0,15.0,62.5,77.0,2.0
2020-08-01,-49.0,-21.0,26.0,-46.0,-19.0,4.0,66.2,59.0,2.0
2020-08-02,-44.0,-23.0,49.0,-45.0,-15.0,3.0,66.2,76.0,1.0
2020-08-03,-35.0,-17.0,61.0,-56.0,-58.0,16.0,66.2,89.0,0.0
2020-08-04,-36.0,-19.0,54.0,-56.0,-58.0,17.0,66.2,106.0,0.0
2020-08-05,-36.0,-20.0,55.0,-56.0,-57.0,17.0,66.2,119.0,0.0
2020-08-06,-42.0,-17.0,57.0,-57.0,-58.0,17.0,66.2,108.0,0.0
2020-08-07,-46.0,-18.0,44.0,-55.0,-56.0,16.0,66.2,126.0,0.0
2020-08-08,-49.0,-22.0,23.0,-48.0,-20.0,4.0,66.2,56.0,1.0
2020-08-09,-45.0,-23.0,45.0,-46.0,-15.0,2.0,66.2,69.0,0.0
2020-08-10,-32.0,-16.0,59.0,-55.0,-58.0,15.0,66.2,147.0,1.0
2020-08-11,-35.0,-19.0,46.0,-56.0,-58.0,16.0,66.2,150.0,1.0
2020-08-12,-36.0,-19.0,37.0,-57.0,-57.0,17.0,66.2,165.0,0.0
2020-08-13,-43.0,-20.0,23.0,-58.0,-58.0,18.0,66.2,126.0,2.0
2020-08-14,-45.0,-21.0,0.0,-55.0,-56.0,17.0,66.2,131.0,0.0
2020-08-15,-48.0,-25.0,-19.0,-49.0,-21.0,6.0,66.2,106.0,0.0
2020-08-16,-44.0,-26.0,12.0,-47.0,-16.0,4.0,66.2,88.0,0.0
2020-08-17,-30.0,-22.0,27.0,-55.0,-58.0,16.0,66.2,190.0,2.0
2020-08-18,-31.0,-21.0,35.0,-55.0,-56.0,16.0,66.2,184.0,1.0
2020-08-19,-38.0,-29.0,-22.0,-58.0,-57.0,18.0,66.2,154.0,0.0
2020-08-20,-38.0,-16.0,61.0,-55.0,-56.0,16.0,66.2,208.0,1.0
2020-08-21,-43.0,-20.0,13.0,-54.0,-55.0,16.0,66.2,170.0,0.0
2020-08-22,-45.0,-22.0,12.0,-45.0,-17.0,4.0,66.2,120.0,1.0
2020-08-23,-41.0,-25.0,27.0,-45.0,-14.0,3.0,66.2,141.0,0.0
2020-08-24,-26.0,-21.0,33.0,-54.0,-56.0,15.0,66.2,198.0,0.0
2020-08-25,-31.0,-23.0,-3.0,-55.0,-57.0,17.0,66.2,170.0,1.0
2020-08-26,-25.0,-19.0,39.0,-52.0,-54.0,15.0,66.2,165.0,0.0
2020-08-27,-40.0,-23.0,-2.0,-56.0,-56.0,17.0,66.2,232.0,0.0
2020-08-28,-39.0,-17.0,-1.0,-52.0,-55.0,15.0,66.2,223.0,0.0
2020-08-29,-43.0,-23.0,-18.0,-45.0,-19.0,5.0,66.2,139.0,0.0
2020-08-30,-35.0,-23.0,22.0,-41.0,-15.0,2.0,66.2,132.0,0.0
2020-08-31,-18.0,-24.0,68.0,-59.0,-74.0,17.0,66.2,217.0,1.0
2020-09-01,-34.0,-15.0,41.0,-52.0,-56.0,15.0,62.5,316.0,0.0
2020-09-02,-37.0,-18.0,19.0,-53.0,-54.0,16.0,62.5,343.0,1.0
2020-09-03,-38.0,-18.0,10.0,-53.0,-54.0,16.0,62.5,348.0,1.0
2020-09-04,-38.0,-16.0,17.0,-48.0,-51.0,14.0,62.5,359.0,0.0
2020-09-05,-38.0,-18.0,13.0,-42.0,-17.0,4.0,62.5,271.0,0.0
2020-09-06,-34.0,-18.0,39.0,-42.0,-15.0,3.0,62.5,209.0,2.0
2020-09-07,-32.0,-14.0,34.0,-49.0,-54.0,14.0,62.5,464.0,0.0
2020-09-08,-35.0,-15.0,36.0,-49.0,-54.0,14.0,62.5,351.0,0.0
2020-09-09,-37.0,-16.0,31.0,-50.0,-51.0,14.0,62.5,347.0,0.0
2020-09-10,-35.0,-14.0,42.0,-48.0,-51.0,14.0,62.5,397.0,2.0
2020-09-11,-36.0,-14.0,27.0,-45.0,-49.0,12.0,62.5,335.0,3.0
2020-09-12,-38.0,-17.0,19.0,-40.0,-16.0,4.0,62.5,232.0,0.0
2020-09-13,-34.0,-17.0,62.0,-38.0,-13.0,2.0,62.5,112.0,0.0
2020-09-14,-32.0,-13.0,68.0,-47.0,-47.0,12.0,63.89,304.0,0.0
2020-09-15,-35.0,-14.0,49.0,-47.0,-48.0,13.0,63.89,272.0,1.0
2020-09-16,-37.0,-16.0,40.0,-48.0,-47.0,14.0,63.89,294.0,2.0
2020-09-17,-36.0,-15.0,41.0,-48.0,-47.0,13.0,63.89,328.0,4.0
2020-09-18,-37.0,-14.0,29.0,-45.0,-45.0,12.0,63.89,386.0,1.0
2020-09-19,-38.0,-18.0,21.0,-41.0,-16.0,5.0,63.89,342.0,3.0
2020-09-20,-35.0,-18.0,52.0,-40.0,-14.0,3.0,63.89,415.0,4.0
2020-09-21,-32.0,-12.0,51.0,-47.0,-48.0,13.0,63.89,434.0,4.0
2020-09-22,-36.0,-14.0,37.0,-47.0,-48.0,13.0,63.89,525.0,6.0
2020-09-23,-41.0,-18.0,-7.0,-50.0,-46.0,15.0,63.89,658.0,7.0
2020-09-24,-40.0,-15.0,-1.0,-50.0,-47.0,15.0,63.89,602.0,2.0
2020-09-25,-40.0,-13.0,-10.0,-47.0,-45.0,14.0,63.89,607.0,1.0
2020-09-26,-40.0,-17.0,-18.0,-43.0,-16.0,6.0,63.89,552.0,1.0
2020-09-27,-40.0,-21.0,-10.0,-45.0,-16.0,6.0,63.89,535.0,2.0
2020-09-28,-33.0,-13.0,30.0,-48.0,-46.0,14.0,63.89,744.0,5.0
2020-09-29,-38.0,-15.0,10.0,-49.0,-46.0,15.0,63.89,705.0,9.0
2020-09-30,-39.0,-17.0,-8.0,-49.0,-46.0,15.0,63.89,1006.0,6.0
2020-10-01,-37.0,-12.0,10.0,-49.0,-44.0,15.0,63.89,1076.0,5.0
2020-10-02,-47.0,-20.0,-35.0,-49.0,-44.0,16.0,63.89,1040.0,3.0
2020-10-03,-42.0,-16.0,-32.0,-44.0,-17.0,8.0,63.89,800.0,2.0
2020-10-04,-45.0,-26.0,-45.0,-48.0,-17.0,7.0,63.89,834.0,2.0
2020-10-05,-36.0,-13.0,10.0,-48.0,-45.0,14.0,63.89,1298.0,9.0
2020-10-06,-39.0,-15.0,0.0,-48.0,-46.0,15.0,63.89,1168.0,5.0
2020-10-07,-39.0,-15.0,11.0,-49.0,-44.0,14.0,63.89,1425.0,6.0
2020-10-08,-41.0,-16.0,-6.0,-50.0,-45.0,15.0,63.89,1481.0,6.0
2020-10-09,-41.0,-14.0,-9.0,-47.0,-42.0,14.0,63.89,1362.0,7.0
2020-10-10,-39.0,-16.0,-17.0,-42.0,-14.0,7.0,63.89,881.0,5.0
2020-10-11,-36.0,-18.0,14.0,-41.0,-13.0,5.0,63.89,745.0,4.0
2020-10-12,-40.0,-17.0,-8.0,-49.0,-45.0,15.0,65.74,1590.0,6.0
2020-10-13,-43.0,-19.0,-21.0,-50.0,-45.0,16.0,65.74,1440.0,5.0
2020-10-14,-40.0,-14.0,-3.0,-49.0,-43.0,15.0,65.74,1638.0,4.0
2020-10-15,-39.0,-13.0,-4.0,-49.0,-43.0,15.0,65.74,1740.0,12.0
2020-10-16,-39.0,-10.0,-3.0,-45.0,-41.0,14.0,65.74,1685.0,7.0
2020-10-17,-43.0,-16.0,-14.0,-47.0,-15.0,8.0,65.74,1117.0,4.0
2020-10-18,-40.0,-18.0,8.0,-46.0,-15.0,7.0,65.74,1308.0,6.0
2020-10-19,-38.0,-14.0,16.0,-51.0,-46.0,16.0,65.74,2359.0,11.0
2020-10-20,-41.0,-15.0,9.0,-51.0,-46.0,16.0,65.74,2336.0,7.0
2020-10-21,-47.0,-21.0,-29.0,-54.0,-46.0,18.0,65.74,2376.0,15.0
2020-10-22,-39.0,-12.0,11.0,-52.0,-45.0,16.0,65.74,2200.0,11.0
2020-10-23,-41.0,-12.0,-5.0,-51.0,-44.0,16.0,65.74,2043.0,6.0
2020-10-24,-44.0,-18.0,-27.0,-48.0,-15.0,8.0,65.74,1458.0,18.0
2020-10-25,-36.0,-16.0,0.0,-46.0,-14.0,6.0,65.74,1303.0,11.0
2020-10-26,-33.0,-14.0,19.0,-54.0,-53.0,17.0,65.74,2561.0,12.0
2020-10-27,-40.0,-19.0,-25.0,-55.0,-54.0,18.0,65.74,2111.0,14.0
2020-10-28,-38.0,-16.0,-3.0,-54.0,-52.0,18.0,65.74,1996.0,21.0
2020-10-29,-41.0,-17.0,-24.0,-56.0,-53.0,19.0,65.74,2030.0,12.0
2020-10-30,-39.0,-11.0,-5.0,-51.0,-50.0,17.0,65.74,1895.0,14.0
2020-10-31,-44.0,-15.0,-33.0,-47.0,-15.0,8.0,65.74,1403.0,8.0
2020-11-01,-34.0,-16.0,-13.0,-43.0,-12.0,5.0,65.74,1226.0,17.0
2020-11-02,-28.0,-9.0,1.0,-48.0,-44.0,14.0,65.74,2965.0,18.0
2020-11-03,-27.0,-11.0,-10.0,-46.0,-43.0,14.0,65.74,2162.0,13.0
2020-11-04,-21.0,-8.0,10.0,-43.0,-41.0,12.0,65.74,2084.0,16.0
2020-11-05,-64.0,-18.0,-9.0,-60.0,-50.0,21.0,77.78,2115.0,15.0
2020-11-06,-65.0,-15.0,-12.0,-60.0,-49.0,22.0,77.78,2145.0,16.0
2020-11-07,-66.0,-18.0,2.0,-62.0,-33.0,15.0,77.78,1667.0,23.0
2020-11-08,-66.0,-23.0,7.0,-62.0,-35.0,12.0,77.78,1792.0,19.0
2020-11-09,-59.0,-19.0,4.0,-58.0,-51.0,20.0,77.78,3128.0,29.0
2020-11-10,-61.0,-16.0,4.0,-58.0,-51.0,20.0,77.78,2776.0,15.0
2020-11-11,-62.0,-17.0,-7.0,-59.0,-50.0,21.0,77.78,2961.0,12.0
2020-11-12,-61.0,-13.0,6.0,-59.0,-51.0,21.0,77.78,2890.0,20.0
2020-11-13,-63.0,-11.0,-6.0,-58.0,-49.0,21.0,77.78,2744.0,13.0
2020-11-14,-69.0,-21.0,-46.0,-64.0,-35.0,16.0,77.78,1960.0,20.0
2020-11-15,-66.0,-22.0,-9.0,-61.0,-36.0,12.0,77.78,1830.0,19.0
2020-11-16,-59.0,-17.0,-3.0,-58.0,-51.0,20.0,77.78,3117.0,30.0
2020-11-17,-61.0,-16.0,-4.0,-58.0,-51.0,20.0,75.0,2597.0,30.0
2020-11-18,-62.0,-17.0,-6.0,-59.0,-50.0,21.0,75.0,2488.0,20.0
2020-11-19,-63.0,-16.0,-15.0,-60.0,-51.0,22.0,75.0,2212.0,27.0
2020-11-20,-64.0,-13.0,-25.0,-59.0,-49.0,22.0,75.0,2152.0,28.0
2020-11-21,-65.0,-16.0,-14.0,-59.0,-32.0,14.0,75.0,1514.0,19.0
2020-11-22,-62.0,-18.0,24.0,-58.0,-33.0,11.0,75.0,1508.0,29.0
2020-11-23,-58.0,-16.0,3.0,-58.0,-50.0,20.0,75.0,2430.0,18.0
2020-11-24,-60.0,-16.0,-1.0,-58.0,-51.0,20.0,75.0,2179.0,30.0
2020-11-25,-62.0,-18.0,-12.0,-59.0,-49.0,21.0,75.0,2265.0,39.0
2020-11-26,-60.0,-15.0,-3.0,-59.0,-50.0,21.0,75.0,2092.0,29.0
2020-11-27,-61.0,-12.0,-14.0,-58.0,-49.0,21.0,75.0,2234.0,21.0
2020-11-28,-63.0,-16.0,-16.0,-58.0,-30.0,14.0,75.0,1654.0,33.0
2020-11-29,-63.0,-21.0,-3.0,-59.0,-32.0,11.0,75.0,1670.0,49.0
2020-11-30,-56.0,-16.0,-10.0,-57.0,-49.0,19.0,75.0,2720.0,26.0
2020-12-01,-57.0,-14.0,-4.0,-57.0,-48.0,19.0,75.0,2489.0,22.0
2020-12-02,-43.0,-13.0,-13.0,-53.0,-42.0,17.0,75.0,2839.0,28.0
2020-12-03,-46.0,-18.0,-34.0,-53.0,-44.0,18.0,67.59,2487.0,35.0
2020-12-04,-42.0,-9.0,-24.0,-49.0,-42.0,16.0,67.59,2964.0,33.0
2020-12-05,-38.0,-10.0,-14.0,-42.0,-14.0,8.0,67.59,2277.0,27.0
2020-12-06,-38.0,-15.0,-11.0,-44.0,-15.0,7.0,67.59,2445.0,27.0
2020-12-07,-38.0,-12.0,-13.0,-51.0,-45.0,16.0,67.59,3749.0,35.0
2020-12-08,-41.0,-12.0,-15.0,-51.0,-44.0,16.0,67.59,3759.0,35.0
2020-12-09,-42.0,-12.0,-14.0,-52.0,-43.0,16.0,67.59,4462.0,30.0
2020-12-10,-41.0,-11.0,-12.0,-51.0,-44.0,17.0,67.59,5080.0,28.0
2020-12-11,-42.0,-9.0,-13.0,-48.0,-42.0,16.0,67.59,5538.0,27.0
2020-12-12,-41.0,-11.0,-18.0,-42.0,-15.0,8.0,67.59,4749.0,41.0
2020-12-13,-44.0,-18.0,-32.0,-47.0,-16.0,8.0,67.59,5571.0,29.0
2020-12-14,-37.0,-12.0,-10.0,-51.0,-47.0,16.0,67.59,8438.0,37.0
2020-12-15,-32.0,-7.0,-1.0,-48.0,-46.0,15.0,67.59,8974.0,45.0
2020-12-16,-51.0,-12.0,-19.0,-56.0,-48.0,19.0,67.59,10165.0,30.0
2020-12-17,-49.0,-6.0,2.0,-56.0,-50.0,19.0,67.59,10317.0,61.0
2020-12-18,-53.0,-9.0,-26.0,-56.0,-52.0,20.0,67.59,11002.0,43.0
2020-12-19,-53.0,-10.0,-30.0,-51.0,-22.0,11.0,71.3,7289.0,48.0
2020-12-20,-65.0,-18.0,-6.0,-59.0,-28.0,10.0,71.3,9078.0,52.0
2020-12-21,-58.0,-5.0,-19.0,-66.0,-63.0,23.0,71.3,13495.0,63.0
2020-12-22,-58.0,-3.0,-11.0,-67.0,-65.0,24.0,71.3,13569.0,75.0
2020-12-23,-59.0,4.0,-21.0,-68.0,-65.0,25.0,71.3,12532.0,70.0
2020-12-24,-61.0,3.0,-6.0,-72.0,-72.0,27.0,74.07,9594.0,66.0
2020-12-25,-92.0,-84.0,-27.0,-92.0,-88.0,37.0,72.69,4413.0,90.0
2020-12-26,-85.0,-58.0,-42.0,-79.0,-56.0,20.0,74.07,12085.0,93.0
2020-12-27,-71.0,-32.0,-8.0,-68.0,-35.0,12.0,74.07,13364.0,104.0
2020-12-28,-68.0,-31.0,-4.0,-78.0,-80.0,31.0,74.07,10880.0,102.0
2020-12-29,-65.0,-21.0,-11.0,-73.0,-72.0,28.0,74.07,20265.0,111.0
2020-12-30,-64.0,-14.0,2.0,-73.0,-71.0,28.0,74.07,17658.0,125.0
2020-12-31,-65.0,-7.0,-12.0,-74.0,-73.0,29.0,74.07,12667.0,129.0
2021-01-01,-85.0,-61.0,-31.0,-84.0,-84.0,36.0,74.07,6889.0,136.0
2021-01-02,-74.0,-31.0,-26.0,-72.0,-42.0,18.0,74.07,13941.0,146.0
2021-01-03,-72.0,-33.0,-20.0,-68.0,-34.0,13.0,74.07,13396.0,137.0
2021-01-04,-66.0,-25.0,-32.0,-69.0,-61.0,25.0,74.07,17652.0,161.0
2021-01-05,-70.0,-29.0,-41.0,-71.0,-63.0,27.0,87.96,14895.0,177.0
2021-01-06,-70.0,-27.0,-20.0,-71.0,-62.0,27.0,87.96,13885.0,161.0
2021-01-07,-70.0,-27.0,-19.0,-71.0,-62.0,28.0,87.96,12354.0,186.0
2021-01-08,-72.0,-28.0,-34.0,-71.0,-61.0,28.0,87.96,10770.0,176.0
2021-01-09,-73.0,-27.0,-24.0,-70.0,-37.0,17.0,87.96,8960.0,179.0
2021-01-10,-74.0,-34.0,-29.0,-71.0,-37.0,14.0,87.96,7641.0,194.0
2021-01-11,-67.0,-28.0,-19.0,-70.0,-62.0,26.0,87.96,11844.0,185.0
2021-01-12,-70.0,-30.0,-28.0,-71.0,-63.0,27.0,87.96,10081.0,193.0
2021-01-13,-72.0,-32.0,-42.0,-72.0,-63.0,27.0,87.96,9508.0,201.0
2021-01-14,-74.0,-33.0,-47.0,-73.0,-64.0,28.0,87.96,9159.0,197.0
2021-01-15,-72.0,-26.0,-26.0,-71.0,-62.0,27.0,87.96,8397.0,183.0
2021-01-16,-76.0,-31.0,-46.0,-72.0,-40.0,18.0,87.96,6311.0,200.0
2021-01-17,-71.0,-30.0,6.0,-68.0,-37.0,13.0,87.96,5523.0,208.0
2021-01-18,-68.0,-29.0,-15.0,-70.0,-63.0,25.0,87.96,8516.0,204.0
2021-01-19,-70.0,-30.0,-27.0,-71.0,-64.0,26.0,87.96,7213.0,208.0
2021-01-20,-73.0,-33.0,-41.0,-72.0,-63.0,27.0,87.96,6377.0,186.0
2021-01-21,-70.0,-26.0,-13.0,-71.0,-63.0,27.0,87.96,5944.0,183.0
2021-01-22,-70.0,-24.0,-8.0,-69.0,-60.0,26.0,87.96,5740.0,160.0
2021-01-23,-72.0,-25.0,-21.0,-69.0,-37.0,16.0,87.96,4259.0,159.0
2021-01-24,-76.0,-37.0,-8.0,-72.0,-40.0,14.0,87.96,3199.0,152.0
2021-01-25,-67.0,-26.0,-6.0,-69.0,-62.0,25.0,87.96,5104.0,155.0
2021-01-26,-70.0,-30.0,-33.0,-71.0,-63.0,26.0,87.96,4293.0,126.0
2021-01-27,-70.0,-27.0,-23.0,-71.0,-62.0,26.0,87.96,4314.0,128.0
2021-01-28,-69.0,-24.0,-14.0,-70.0,-62.0,26.0,87.96,3972.0,125.0
2021-01-29,-70.0,-21.0,-22.0,-68.0,-60.0,26.0,87.96,3498.0,123.0
2021-01-30,-75.0,-29.0,-59.0,-71.0,-39.0,17.0,87.96,2715.0,86.0
2021-01-31,-70.0,-27.0,-13.0,-68.0,-37.0,13.0,87.96,2288.0,101.0
2021-02-01,-66.0,-25.0,-15.0,-68.0,-62.0,24.0,87.96,3376.0,93.0
2021-02-02,-67.0,-24.0,-10.0,-68.0,-62.0,25.0,87.96,3020.0,97.0
2021-02-03,-69.0,-26.0,-23.0,-70.0,-61.0,26.0,87.96,2779.0,108.0
2021-02-04,-69.0,-26.0,-27.0,-71.0,-61.0,26.0,87.96,2538.0,67.0
2021-02-05,-67.0,-16.0,2.0,-68.0,-59.0,25.0,87.96,2186.0,91.0
2021-02-06,-70.0,-22.0,-28.0,-68.0,-36.0,15.0,87.96,1591.0,76.0
2021-02-07,-75.0,-35.0,-48.0,-72.0,-40.0,14.0,87.96,1383.0,66.0
2021-02-08,-69.0,-29.0,-18.0,-70.0,-63.0,25.0,87.96,1860.0,66.0
2021-02-09,-70.0,-28.0,-27.0,-71.0,-63.0,26.0,87.96,1704.0,57.0
2021-02-10,-67.0,-21.0,-19.0,-70.0,-61.0,26.0,87.96,1575.0,65.0
2021-02-11,-68.0,-21.0,-24.0,-70.0,-61.0,26.0,87.96,1485.0,44.0
2021-02-12,-68.0,-18.0,-29.0,-68.0,-59.0,26.0,87.96,1315.0,41.0
2021-02-13,-69.0,-17.0,-32.0,-67.0,-36.0,15.0,87.96,897.0,41.0
2021-02-14,-68.0,-24.0,-22.0,-67.0,-35.0,13.0,87.96,915.0,37.0
2021-02-15,-62.0,-20.0,9.0,-67.0,-63.0,23.0,87.96,1427.0,44.0
2021-02-16,-65.0,-21.0,-19.0,-68.0,-63.0,25.0,87.96,1231.0,43.0
2021-02-17,-66.0,-22.0,-21.0,-68.0,-62.0,25.0,87.96,1129.0,40.0
2021-02-18,-65.0,-18.0,0.0,-68.0,-62.0,25.0,87.96,1144.0,37.0
2021-02-19,-66.0,-16.0,-9.0,-67.0,-60.0,25.0,87.96,1060.0,33.0
2021-02-20,-65.0,-16.0,13.0,-62.0,-33.0,14.0,87.96,823.0,30.0
2021-02-21,-65.0,-23.0,28.0,-63.0,-32.0,11.0,87.96,763.0,38.0
2021-02-22,-63.0,-22.0,-11.0,-66.0,-59.0,23.0,87.96,1045.0,21.0
2021-02-23,-62.0,-18.0,18.0,-66.0,-59.0,23.0,87.96,957.0,20.0
2021-02-24,-64.0,-18.0,16.0,-66.0,-58.0,24.0,87.96,763.0,21.0
2021-02-25,-65.0,-17.0,-3.0,-67.0,-58.0,25.0,87.96,665.0,19.0
2021-02-26,-62.0,-9.0,34.0,-63.0,-56.0,23.0,87.96,642.0,15.0
2021-02-27,-63.0,-12.0,31.0,-60.0,-30.0,12.0,87.96,528.0,12.0
2021-02-28,-64.0,-20.0,18.0,-62.0,-31.0,11.0,87.96,499.0,10.0
2021-03-01,-60.0,-16.0,14.0,-65.0,-58.0,22.0,87.96,576.0,20.0
2021-03-02,-63.0,-18.0,2.0,-66.0,-59.0,23.0,87.96,678.0,14.0
2021-03-03,-66.0,-22.0,-25.0,-67.0,-58.0,24.0,87.96,596.0,8.0
2021-03-04,-65.0,-16.0,-15.0,-67.0,-58.0,24.0,87.96,534.0,12.0
2021-03-05,-64.0,-11.0,-7.0,-64.0,-55.0,24.0,87.96,515.0,15.0
2021-03-06,-65.0,-14.0,-13.0,-62.0,-31.0,14.0,87.96,416.0,13.0
2021-03-07,-63.0,-17.0,23.0,-62.0,-30.0,11.0,87.96,425.0,9.0
2021-03-08,-58.0,-11.0,17.0,-61.0,-56.0,20.0,80.56,581.0,7.0
2021-03-09,-59.0,-12.0,38.0,-60.0,-55.0,20.0,80.56,616.0,9.0
2021-03-10,-67.0,-20.0,-33.0,-64.0,-54.0,22.0,80.56,545.0,10.0
2021-03-11,-63.0,-11.0,-7.0,-62.0,-54.0,22.0,80.56,472.0,7.0
2021-03-12,-64.0,-7.0,-5.0,-60.0,-51.0,21.0,80.56,528.0,1.0
2021-03-13,-65.0,-9.0,-19.0,-61.0,-30.0,13.0,80.56,383.0,8.0
2021-03-14,-64.0,-15.0,3.0,-60.0,-25.0,10.0,80.56,372.0,6.0
2021-03-15,-59.0,-14.0,9.0,-60.0,-53.0,19.0,80.56,617.0,7.0
2021-03-16,-62.0,-14.0,2.0,-60.0,-54.0,20.0,80.56,522.0,5.0
2021-03-17,-63.0,-13.0,1.0,-61.0,-52.0,20.0,80.56,477.0,7.0
2021-03-18,-64.0,-12.0,-9.0,-61.0,-53.0,21.0,80.56,485.0,2.0
