date,retail_and_recreation,grocery_and_pharmacy,parks,transit_stations,workplaces,residential,StringencyIndexForDisplay,newCasesBySpecimenDate,newDeaths28DaysByDeathDate
2021-03-19,-61.0,-5.0,29.0,-57.0,-50.0,19.0,80.56,452.0,3.0
2021-03-20,-65.0,-13.0,-3.0,-60.0,-29.0,13.0,80.56,387.0,2.0
2021-03-21,-63.0,-16.0,31.0,-59.0,-27.0,10.0,80.56,479.0,3.0
2021-03-22,-56.0,-8.0,58.0,-58.0,-52.0,18.0,80.56,553.0,7.0
2021-03-23,-60.0,-11.0,25.0,-59.0,-53.0,19.0,80.56,489.0,2.0
2021-03-24,-61.0,-11.0,15.0,-60.0,-51.0,20.0,80.56,636.0,5.0
2021-03-25,-62.0,-9.0,7.0,-60.0,-52.0,21.0,80.56,471.0,1.0
2021-03-26,-64.0,-8.0,-14.0,-59.0,-50.0,21.0,80.56,457.0,2.0
2021-03-27,-62.0,-9.0,12.0,-57.0,-28.0,12.0,80.56,322.0,7.0
2021-03-28,-66.0,-20.0,1.0,-61.0,-30.0,11.0,80.56,530.0,2.0
2021-03-29,-53.0,-5.0,98.0,-56.0,-52.0,17.0,73.15,428.0,2.0
2021-03-30,-55.0,-4.0,118.0,-55.0,-52.0,16.0,73.15,384.0,2.0
2021-03-31,-57.0,-4.0,60.0,-56.0,-51.0,18.0,73.15,322.0,2.0
2021-04-01,-54.0,6.0,47.0,-57.0,-54.0,18.0,73.15,370.0,3.0
2021-04-02,-62.0,-6.0,45.0,-67.0,-74.0,26.0,73.15,271.0,1.0
2021-04-03,-65.0,-7.0,-1.0,-59.0,-34.0,11.0,73.15,252.0,4.0
2021-04-04,-69.0,-36.0,81.0,-53.0,-31.0,6.0,73.15,221.0,1.0
2021-04-05,-61.0,-18.0,48.0,-72.0,-79.0,26.0,73.15,262.0,1.0
2021-04-06,-59.0,-10.0,14.0,-61.0,-60.0,21.0,73.15,359.0,1.0
2021-04-07,-60.0,-12.0,12.0,-61.0,-58.0,21.0,73.15,372.0,2.0
2021-04-08,-59.0,-10.0,27.0,-61.0,-58.0,21.0,73.15,330.0,2.0
2021-04-09,-61.0,-7.0,32.0,-58.0,-55.0,20.0,73.15,376.0,1.0
2021-04-10,-66.0,-13.0,-20.0,-58.0,-28.0,12.0,73.15,293.0,3.0
2021-04-11,-61.0,-15.0,35.0,-54.0,-25.0,8.0,73.15,312.0,3.0
2021-04-12,-34.0,-5.0,36.0,-52.0,-56.0,16.0,63.89,353.0,0.0
2021-04-13,-42.0,-7.0,28.0,-54.0,-57.0,17.0,63.89,303.0,2.0
2021-04-14,-43.0,-6.0,32.0,-54.0,-56.0,18.0,63.89,295.0,0.0
2021-04-15,-45.0,-7.0,13.0,-55.0,-55.0,18.0,63.89,321.0,2.0
2021-04-16,-45.0,-3.0,33.0,-51.0,-53.0,16.0,63.89,332.0,2.0
2021-04-17,-46.0,-6.0,33.0,-42.0,-22.0,6.0,63.89,231.0,1.0
2021-04-18,-43.0,-8.0,61.0,-42.0,-20.0,5.0,63.89,395.0,2.0
2021-04-19,-40.0,-3.0,66.0,-50.0,-47.0,15.0,63.89,395.0,3.0
2021-04-20,-44.0,-5.0,43.0,-50.0,-47.0,15.0,63.89,377.0,2.0
2021-04-21,-45.0,-6.0,24.0,-52.0,-46.0,16.0,63.89,389.0,1.0
2021-04-22,-43.0,-3.0,44.0,-51.0,-45.0,15.0,63.89,327.0,0.0
2021-04-23,-44.0,0.0,44.0,-48.0,-43.0,14.0,63.89,250.0,1.0
2021-04-24,-44.0,-4.0,38.0,-42.0,-20.0,5.0,63.89,247.0,1.0
2021-04-25,-43.0,-10.0,33.0,-46.0,-20.0,6.0,63.89,281.0,2.0
2021-04-26,-41.0,-4.0,42.0,-51.0,-45.0,15.0,63.89,325.0,0.0
2021-04-27,-43.0,-6.0,34.0,-50.0,-46.0,15.0,63.89,286.0,3.0
2021-04-28,-49.0,-9.0,-5.0,-52.0,-45.0,16.0,63.89,307.0,5.0
2021-04-29,-44.0,-2.0,19.0,-51.0,-45.0,15.0,63.89,216.0,0.0
2021-04-30,-43.0,2.0,19.0,-47.0,-42.0,14.0,63.89,240.0,2.0
2021-05-01,-44.0,-4.0,6.0,-43.0,-21.0,6.0,63.89,187.0,1.0
2021-05-02,-42.0,-11.0,24.0,-44.0,-20.0,4.0,63.89,183.0,1.0
2021-05-03,-40.0,-16.0,26.0,-65.0,-77.0,23.0,63.89,250.0,1.0
2021-05-04,-47.0,-5.0,2.0,-51.0,-46.0,16.0,63.89,316.0,1.0
2021-05-05,-47.0,-7.0,7.0,-51.0,-44.0,16.0,63.89,283.0,3.0
2021-05-06,-43.0,0.0,26.0,-50.0,-45.0,15.0,63.89,300.0,0.0
2021-05-07,-44.0,-2.0,26.0,-48.0,-41.0,14.0,63.89,237.0,3.0
2021-05-08,-51.0,-10.0,-30.0,-50.0,-21.0,9.0,63.89,191.0,0.0
2021-05-09,-40.0,-9.0,50.0,-43.0,-17.0,5.0,63.89,287.0,0.0
2021-05-10,-40.0,-4.0,34.0,-50.0,-45.0,14.0,63.89,362.0,2.0
2021-05-11,-41.0,-4.0,31.0,-49.0,-44.0,14.0,63.89,298.0,1.0
2021-05-12,-40.0,-1.0,32.0,-49.0,-44.0,14.0,63.89,233.0,0.0
2021-05-13,-46.0,-6.0,4.0,-51.0,-47.0,15.0,63.89,263.0,0.0
2021-05-14,-44.0,-1.0,15.0,-48.0,-42.0,14.0,63.89,251.0,0.0
2021-05-15,-45.0,-6.0,-9.0,-44.0,-21.0,7.0,63.89,194.0,2.0
2021-05-16,-45.0,-12.0,-10.0,-48.0,-18.0,7.0,63.89,224.0,1.0
2021-05-17,-36.0,-8.0,10.0,-48.0,-44.0,14.0,58.33,340.0,0.0
2021-05-18,-37.0,-5.0,15.0,-47.0,-44.0,13.0,58.33,329.0,0.0
2021-05-19,-37.0,-4.0,22.0,-47.0,-42.0,13.0,58.33,360.0,0.0
2021-05-20,-38.0,-3.0,4.0,-49.0,-42.0,14.0,58.33,329.0,2.0
2021-05-21,-41.0,-4.0,-15.0,-45.0,-40.0,13.0,58.33,273.0,0.0
2021-05-22,-37.0,-5.0,-2.0,-37.0,-16.0,4.0,58.33,249.0,0.0
2021-05-23,-37.0,-13.0,-2.0,-41.0,-15.0,4.0,58.33,281.0,2.0
2021-05-24,-37.0,-5.0,7.0,-49.0,-43.0,14.0,58.33,380.0,1.0
2021-05-25,-37.0,-3.0,12.0,-48.0,-43.0,13.0,58.33,424.0,1.0
2021-05-26,-36.0,-2.0,24.0,-47.0,-41.0,13.0,58.33,485.0,3.0
2021-05-27,-30.0,1.0,47.0,-46.0,-40.0,12.0,58.33,520.0,1.0
2021-05-28,-32.0,3.0,21.0,-42.0,-39.0,10.0,58.33,430.0,0.0
2021-05-29,-33.0,-3.0,30.0,-32.0,-15.0,1.0,58.33,385.0,1.0
2021-05-30,-25.0,-6.0,67.0,-31.0,-14.0,-1.0,58.33,401.0,2.0
2021-05-31,-21.0,-7.0,140.0,-55.0,-76.0,14.0,58.33,515.0,0.0
2021-06-01,-28.0,3.0,73.0,-48.0,-53.0,12.0,58.33,713.0,0.0
2021-06-02,-30.0,0.0,61.0,-48.0,-51.0,13.0,58.33,814.0,1.0
2021-06-03,-28.0,2.0,64.0,-48.0,-51.0,13.0,58.33,797.0,1.0
2021-06-04,-39.0,-8.0,-20.0,-48.0,-49.0,14.0,58.33,703.0,2.0
2021-06-05,-33.0,-1.0,41.0,-34.0,-11.0,1.0,58.33,598.0,1.0
2021-06-06,-31.0,-7.0,38.0,-38.0,-9.0,2.0,58.33,667.0,2.0
2021-06-07,-28.0,4.0,65.0,-46.0,-42.0,12.0,58.33,1017.0,0.0
2021-06-08,-30.0,3.0,60.0,-46.0,-41.0,12.0,58.33,1095.0,2.0
2021-06-09,-30.0,4.0,63.0,-45.0,-40.0,12.0,58.33,1077.0,2.0
2021-06-10,-30.0,4.0,45.0,-45.0,-39.0,12.0,58.33,996.0,0.0
2021-06-11,-32.0,4.0,34.0,-42.0,-37.0,11.0,58.33,938.0,0.0
2021-06-12,-34.0,0.0,39.0,-34.0,-10.0,1.0,58.33,772.0,5.0
2021-06-13,-33.0,-5.0,59.0,-34.0,-9.0,0.0,58.33,767.0,1.0
2021-06-14,-30.0,4.0,60.0,-46.0,-41.0,12.0,58.33,1208.0,0.0
2021-06-15,-31.0,3.0,46.0,-46.0,-40.0,12.0,58.33,1300.0,1.0
2021-06-16,-32.0,1.0,48.0,-46.0,-40.0,12.0,58.33,1163.0,2.0
2021-06-17,-35.0,-2.0,6.0,-47.0,-41.0,13.0,52.78,1300.0,2.0
2021-06-18,-40.0,-6.0,-23.0,-45.0,-39.0,13.0,52.78,1038.0,4.0
2021-06-19,-35.0,-5.0,-8.0,-38.0,-11.0,4.0,52.78,924.0,2.0
2021-06-20,-29.0,-10.0,4.0,-40.0,-8.0,3.0,52.78,971.0,1.0
2021-06-21,-35.0,-7.0,-6.0,-49.0,-42.0,14.0,52.78,1654.0,2.0
2021-06-22,-31.0,-2.0,17.0,-47.0,-41.0,13.0,52.78,1787.0,0.0
2021-06-23,-30.0,-1.0,46.0,-46.0,-40.0,12.0,52.78,1971.0,0.0
2021-06-24,-30.0,0.0,35.0,-46.0,-40.0,12.0,52.78,1959.0,3.0
2021-06-25,-31.0,1.0,24.0,-42.0,-38.0,11.0,52.78,2057.0,4.0
2021-06-26,-31.0,-5.0,25.0,-32.0,-10.0,2.0,52.78,1722.0,0.0
2021-06-27,-32.0,-11.0,7.0,-38.0,-9.0,3.0,52.78,1890.0,4.0
2021-06-28,-30.0,-2.0,24.0,-47.0,-42.0,12.0,52.78,2873.0,0.0
2021-06-29,-34.0,-8.0,3.0,-48.0,-43.0,12.0,52.78,2996.0,3.0
2021-06-30,-32.0,-2.0,25.0,-47.0,-41.0,11.0,52.78,3082.0,4.0
2021-07-01,-29.0,1.0,45.0,-45.0,-40.0,12.0,52.78,3098.0,3.0
2021-07-02,-32.0,1.0,37.0,-42.0,-38.0,11.0,52.78,2944.0,2.0
2021-07-03,-35.0,-6.0,-1.0,-35.0,-10.0,3.0,52.78,2683.0,3.0
2021-07-04,-30.0,-10.0,12.0,-37.0,-9.0,3.0,52.78,2633.0,1.0
2021-07-05,-28.0,-1.0,36.0,-46.0,-41.0,12.0,52.78,3860.0,2.0
2021-07-06,-33.0,-6.0,-2.0,-46.0,-42.0,14.0,52.78,4022.0,2.0
2021-07-07,-29.0,0.0,25.0,-44.0,-41.0,12.0,52.78,4500.0,2.0
2021-07-08,-31.0,-1.0,32.0,-46.0,-41.0,13.0,52.78,3686.0,3.0
2021-07-09,-32.0,1.0,30.0,-43.0,-39.0,11.0,52.78,3654.0,2.0
2021-07-10,-33.0,-5.0,1.0,-35.0,-11.0,3.0,52.78,3250.0,3.0
2021-07-11,-25.0,-4.0,31.0,-27.0,-6.0,0.0,52.78,3283.0,0.0
2021-07-12,-34.0,-8.0,14.0,-47.0,-45.0,14.0,52.78,4968.0,2.0
2021-07-13,-31.0,0.0,36.0,-46.0,-43.0,13.0,52.78,5309.0,4.0
2021-07-14,-30.0,-1.0,43.0,-45.0,-42.0,13.0,52.78,6573.0,3.0
2021-07-15,-30.0,0.0,32.0,-46.0,-42.0,13.0,52.78,7817.0,2.0
2021-07-16,-30.0,3.0,48.0,-42.0,-40.0,10.0,52.78,7136.0,2.0
2021-07-17,-34.0,-4.0,34.0,-33.0,-11.0,1.0,52.78,5079.0,3.0
2021-07-18,-33.0,-7.0,50.0,-33.0,-9.0,0.0,52.78,4523.0,7.0
2021-07-19,-26.0,4.0,53.0,-46.0,-46.0,12.0,23.15,6136.0,6.0
2021-07-20,-31.0,-1.0,45.0,-46.0,-48.0,12.0,23.15,5159.0,8.0
