areaCode,areaName,areaType,date,New cases,Death cases
E12000007,London,region,2020-04-26,310,62
E12000007,London,region,2020-04-25,332,58
E12000007,London,region,2020-04-24,375,75
E12000007,London,region,2020-04-23,520,80
E12000007,London,region,2020-04-22,399,110
E12000007,London,region,2020-04-21,463,105
E12000007,London,region,2020-04-20,425,97
E12000007,London,region,2020-04-19,398,116
E12000007,London,region,2020-04-18,401,118
E12000007,London,region,2020-04-17,577,110
E12000007,London,region,2020-04-16,574,138
E12000007,London,region,2020-04-15,657,147
E12000007,London,region,2020-04-14,600,143
E12000007,London,region,2020-04-13,601,170
E12000007,London,region,2020-04-12,502,170
E12000007,London,region,2020-04-11,518,164
E12000007,London,region,2020-04-10,622,174
E12000007,London,region,2020-04-09,791,200
E12000007,London,region,2020-04-08,867,232
E12000007,London,region,2020-04-07,946,221
E12000007,London,region,2020-04-06,858,197
E12000007,London,region,2020-04-05,636,196
E12000007,London,region,2020-04-04,765,225
E12000007,London,region,2020-04-03,984,192
E12000007,London,region,2020-04-02,1063,194
E12000007,London,region,2020-04-01,977,189
E12000007,London,region,2020-03-31,935,181
E12000007,London,region,2020-03-30,848,148
E12000007,London,region,2020-03-29,596,143
E12000007,London,region,2020-03-28,577,119
E12000007,London,region,2020-03-27,818,127
E12000007,London,region,2020-03-26,740,123
E12000007,London,region,2020-03-25,752,119
E12000007,London,region,2020-03-24,636,87
E12000007,London,region,2020-03-23,685,56
E12000007,London,region,2020-03-22,439,53
E12000007,London,region,2020-03-21,348,46
E12000007,London,region,2020-03-20,424,46
E12000007,London,region,2020-03-19,332,25
E12000007,London,region,2020-03-18,357,26
E12000007,London,region,2020-03-17,310,24
E12000007,London,region,2020-03-16,237,15
E12000007,London,region,2020-03-15,165,8
E12000007,London,region,2020-03-14,149,11
E12000007,London,region,2020-03-13,138,6
E12000007,London,region,2020-03-12,167,6
E12000007,London,region,2020-03-11,183,3
E12000007,London,region,2020-03-10,95,1
E12000007,London,region,2020-03-09,54,2
E12000007,London,region,2020-03-08,22,
E12000007,London,region,2020-03-07,14,
E12000007,London,region,2020-03-06,23,
E12000007,London,region,2020-03-05,13,
E12000007,London,region,2020-03-04,15,
E12000007,London,region,2020-03-03,6,
E12000007,London,region,2020-03-02,12,
E12000007,London,region,2020-03-01,3,
E12000007,London,region,2020-02-29,1,
E12000007,London,region,2020-02-28,0,
E12000007,London,region,2020-02-27,1,
E12000007,London,region,2020-02-26,0,
E12000007,London,region,2020-02-25,1,
E12000007,London,region,2020-02-24,1,
E12000007,London,region,2020-02-23,3,
E12000007,London,region,2020-02-22,0,
E12000007,London,region,2020-02-21,1,
E12000007,London,region,2020-02-20,0,
E12000007,London,region,2020-02-19,0,
E12000007,London,region,2020-02-18,0,
E12000007,London,region,2020-02-17,1,
E12000007,London,region,2020-02-16,0,
E12000007,London,region,2020-02-15,0,
E12000007,London,region,2020-02-14,0,
E12000007,London,region,2020-02-13,1,
E12000007,London,region,2020-02-12,0,
E12000007,London,region,2020-02-11,4,
E12000007,London,region,2020-02-10,1,
E12000007,London,region,2020-02-09,0,
E12000007,London,region,2020-02-08,0,
E12000007,London,region,2020-02-07,0,
E12000007,London,region,2020-02-06,0,
E12000007,London,region,2020-02-05,0,
E12000007,London,region,2020-02-04,0,
E12000007,London,region,2020-02-03,1,
