Date,variable,value
2020-02-15,Retail & recreation,-11.0
2020-02-16,Retail & recreation,-10.0
2020-02-17,Retail & recreation,-3.0
2020-02-18,Retail & recreation,-1.25
2020-02-19,Retail & recreation,-0.4
2020-02-20,Retail & recreation,0.0
2020-02-21,Retail & recreation,0.42857142857142855
2020-02-22,Retail & recreation,1.4285714285714286
2020-02-23,Retail & recreation,2.5714285714285716
2020-02-24,Retail & recreation,0.5714285714285714
2020-02-25,Retail & recreation,-0.14285714285714285
2020-02-26,Retail & recreation,-0.8571428571428571
2020-02-27,Retail & recreation,-1.1428571428571428
2020-02-28,Retail & recreation,-1.8571428571428572
2020-02-29,Retail & recreation,-1.5714285714285714
2020-03-01,Retail & recreation,-0.14285714285714285
2020-03-02,Retail & recreation,0.5714285714285714
2020-03-03,Retail & recreation,0.5714285714285714
2020-03-04,Retail & recreation,0.42857142857142855
2020-03-05,Retail & recreation,-0.8571428571428571
2020-03-06,Retail & recreation,-0.42857142857142855
2020-03-07,Retail & recreation,-0.42857142857142855
2020-03-08,Retail & recreation,-1.8571428571428572
2020-03-09,Retail & recreation,-2.5714285714285716
2020-03-10,Retail & recreation,-3.2857142857142856
2020-03-11,Retail & recreation,-3.7142857142857144
2020-03-12,Retail & recreation,-3.5714285714285716
2020-03-13,Retail & recreation,-5.571428571428571
2020-03-14,Retail & recreation,-8.142857142857142
2020-03-15,Retail & recreation,-11.428571428571429
2020-03-16,Retail & recreation,-13.0
2020-03-17,Retail & recreation,-16.142857142857142
2020-03-18,Retail & recreation,-20.0
2020-03-19,Retail & recreation,-24.0
2020-03-20,Retail & recreation,-28.714285714285715
2020-03-21,Retail & recreation,-34.714285714285715
2020-03-22,Retail & recreation,-40.857142857142854
2020-03-23,Retail & recreation,-47.285714285714285
2020-03-24,Retail & recreation,-54.142857142857146
2020-03-25,Retail & recreation,-60.714285714285715
2020-03-26,Retail & recreation,-67.0
2020-03-27,Retail & recreation,-72.0
2020-03-28,Retail & recreation,-75.28571428571429
2020-03-29,Retail & recreation,-78.14285714285714
2020-03-30,Retail & recreation,-81.0
2020-03-31,Retail & recreation,-81.42857142857143
2020-04-01,Retail & recreation,-81.71428571428571
2020-04-02,Retail & recreation,-81.85714285714286
2020-04-03,Retail & recreation,-81.85714285714286
2020-04-04,Retail & recreation,-81.71428571428571
2020-04-05,Retail & recreation,-81.28571428571429
2020-04-06,Retail & recreation,-81.14285714285714
2020-04-07,Retail & recreation,-81.14285714285714
2020-04-08,Retail & recreation,-81.0
2020-04-09,Retail & recreation,-80.57142857142857
2020-04-10,Retail & recreation,-80.85714285714286
2020-04-11,Retail & recreation,-80.85714285714286
2020-04-12,Retail & recreation,-81.57142857142857
2020-04-13,Retail & recreation,-82.28571428571429
2020-04-14,Retail & recreation,-82.14285714285714
2020-04-15,Retail & recreation,-82.0
2020-04-16,Retail & recreation,-82.14285714285714
2020-04-17,Retail & recreation,-81.85714285714286
2020-04-18,Retail & recreation,-81.85714285714286
2020-04-19,Retail & recreation,-81.0
2020-04-20,Retail & recreation,-80.14285714285714
2020-04-21,Retail & recreation,-80.14285714285714
2020-04-22,Retail & recreation,-80.14285714285714
2020-04-23,Retail & recreation,-80.0
2020-04-24,Retail & recreation,-79.71428571428571
2020-04-25,Retail & recreation,-79.42857142857143
2020-04-26,Retail & recreation,-79.14285714285714
2020-04-27,Retail & recreation,-79.0
2020-04-28,Retail & recreation,-79.57142857142857
2020-04-29,Retail & recreation,-79.57142857142857
2020-04-30,Retail & recreation,-80.0
2020-05-01,Retail & recreation,-80.14285714285714
2020-05-02,Retail & recreation,-80.0
2020-05-03,Retail & recreation,-80.14285714285714
2020-05-04,Retail & recreation,-80.0
2020-05-05,Retail & recreation,-79.28571428571429
2020-05-06,Retail & recreation,-79.0
2020-05-07,Retail & recreation,-78.14285714285714
2020-05-08,Retail & recreation,-78.0
2020-05-09,Retail & recreation,-77.85714285714286
2020-05-10,Retail & recreation,-78.0
2020-05-11,Retail & recreation,-78.0
2020-05-12,Retail & recreation,-77.71428571428571
2020-05-13,Retail & recreation,-77.71428571428571
2020-05-14,Retail & recreation,-77.71428571428571
2020-05-15,Retail & recreation,-77.14285714285714
2020-05-16,Retail & recreation,-76.85714285714286
2020-05-17,Retail & recreation,-76.0
2020-05-18,Retail & recreation,-75.28571428571429
2020-05-19,Retail & recreation,-74.71428571428571
2020-05-20,Retail & recreation,-74.0
2020-05-21,Retail & recreation,-73.57142857142857
2020-05-22,Retail & recreation,-73.28571428571429
2020-05-23,Retail & recreation,-73.0
2020-05-24,Retail & recreation,-72.57142857142857
2020-05-25,Retail & recreation,-72.57142857142857
2020-05-26,Retail & recreation,-72.42857142857143
2020-05-27,Retail & recreation,-72.28571428571429
2020-05-28,Retail & recreation,-72.0
2020-05-29,Retail & recreation,-71.71428571428571
2020-05-30,Retail & recreation,-71.42857142857143
2020-05-31,Retail & recreation,-71.28571428571429
2020-06-01,Retail & recreation,-70.57142857142857
2020-06-02,Retail & recreation,-70.28571428571429
2020-06-03,Retail & recreation,-70.28571428571429
2020-06-04,Retail & recreation,-70.28571428571429
2020-06-05,Retail & recreation,-70.28571428571429
2020-06-06,Retail & recreation,-70.42857142857143
2020-06-07,Retail & recreation,-70.28571428571429
2020-06-08,Retail & recreation,-70.28571428571429
2020-06-09,Retail & recreation,-70.14285714285714
2020-06-10,Retail & recreation,-70.14285714285714
2020-06-11,Retail & recreation,-69.85714285714286
2020-06-12,Retail & recreation,-69.57142857142857
2020-06-13,Retail & recreation,-68.71428571428571
2020-06-14,Retail & recreation,-68.14285714285714
2020-06-15,Retail & recreation,-66.71428571428571
2020-06-16,Retail & recreation,-65.57142857142857
2020-06-17,Retail & recreation,-64.42857142857143
2020-06-18,Retail & recreation,-63.714285714285715
2020-06-19,Retail & recreation,-62.714285714285715
2020-06-20,Retail & recreation,-61.857142857142854
2020-06-21,Retail & recreation,-61.142857142857146
2020-06-22,Retail & recreation,-61.0
2020-06-23,Retail & recreation,-60.857142857142854
2020-06-24,Retail & recreation,-60.42857142857143
2020-06-25,Retail & recreation,-60.0
2020-06-26,Retail & recreation,-59.857142857142854
2020-06-27,Retail & recreation,-60.142857142857146
2020-06-28,Retail & recreation,-60.0
2020-06-29,Retail & recreation,-60.142857142857146
2020-06-30,Retail & recreation,-60.142857142857146
2020-07-01,Retail & recreation,-59.857142857142854
2020-07-02,Retail & recreation,-59.57142857142857
2020-07-03,Retail & recreation,-59.142857142857146
2020-07-04,Retail & recreation,-58.0
2020-07-05,Retail & recreation,-56.57142857142857
2020-07-06,Retail & recreation,-55.57142857142857
2020-07-07,Retail & recreation,-54.714285714285715
2020-07-08,Retail & recreation,-54.285714285714285
2020-07-09,Retail & recreation,-53.714285714285715
2020-07-10,Retail & recreation,-52.857142857142854
2020-07-11,Retail & recreation,-52.42857142857143
2020-07-12,Retail & recreation,-52.285714285714285
2020-07-13,Retail & recreation,-52.142857142857146
2020-07-14,Retail & recreation,-51.714285714285715
2020-07-15,Retail & recreation,-50.714285714285715
2020-07-16,Retail & recreation,-49.57142857142857
2020-07-17,Retail & recreation,-48.714285714285715
2020-07-18,Retail & recreation,-48.142857142857146
2020-07-19,Retail & recreation,-47.857142857142854
2020-07-20,Retail & recreation,-46.857142857142854
2020-07-21,Retail & recreation,-46.142857142857146
2020-07-22,Retail & recreation,-45.714285714285715
2020-07-23,Retail & recreation,-45.57142857142857
2020-07-24,Retail & recreation,-45.714285714285715
2020-07-25,Retail & recreation,-46.0
2020-07-26,Retail & recreation,-45.57142857142857
2020-07-27,Retail & recreation,-46.142857142857146
2020-07-28,Retail & recreation,-46.0
2020-07-29,Retail & recreation,-45.57142857142857
2020-07-30,Retail & recreation,-45.0
2020-07-31,Retail & recreation,-44.857142857142854
2020-08-01,Retail & recreation,-44.42857142857143
2020-08-02,Retail & recreation,-44.142857142857146
2020-08-03,Retail & recreation,-42.857142857142854
2020-08-04,Retail & recreation,-41.857142857142854
2020-08-05,Retail & recreation,-41.0
2020-08-06,Retail & recreation,-41.142857142857146
2020-08-07,Retail & recreation,-41.142857142857146
2020-08-08,Retail & recreation,-41.142857142857146
2020-08-09,Retail & recreation,-41.285714285714285
2020-08-10,Retail & recreation,-40.857142857142854
2020-08-11,Retail & recreation,-40.714285714285715
2020-08-12,Retail & recreation,-40.714285714285715
2020-08-13,Retail & recreation,-40.857142857142854
2020-08-14,Retail & recreation,-40.714285714285715
2020-08-15,Retail & recreation,-40.57142857142857
2020-08-16,Retail & recreation,-40.42857142857143
2020-08-17,Retail & recreation,-40.142857142857146
2020-08-18,Retail & recreation,-39.57142857142857
2020-08-19,Retail & recreation,-39.857142857142854
2020-08-20,Retail & recreation,-39.142857142857146
2020-08-21,Retail & recreation,-38.857142857142854
2020-08-22,Retail & recreation,-38.42857142857143
2020-08-23,Retail & recreation,-38.0
2020-08-24,Retail & recreation,-37.42857142857143
2020-08-25,Retail & recreation,-37.42857142857143
2020-08-26,Retail & recreation,-35.57142857142857
2020-08-27,Retail & recreation,-35.857142857142854
2020-08-28,Retail & recreation,-35.285714285714285
2020-08-29,Retail & recreation,-35.0
2020-08-30,Retail & recreation,-34.142857142857146
2020-08-31,Retail & recreation,-33.0
2020-09-01,Retail & recreation,-33.42857142857143
2020-09-02,Retail & recreation,-35.142857142857146
2020-09-03,Retail & recreation,-34.857142857142854
2020-09-04,Retail & recreation,-34.714285714285715
2020-09-05,Retail & recreation,-34.0
2020-09-06,Retail & recreation,-33.857142857142854
2020-09-07,Retail & recreation,-35.857142857142854
2020-09-08,Retail & recreation,-36.0
2020-09-09,Retail & recreation,-36.0
2020-09-10,Retail & recreation,-35.57142857142857
2020-09-11,Retail & recreation,-35.285714285714285
2020-09-12,Retail & recreation,-35.285714285714285
2020-09-13,Retail & recreation,-35.285714285714285
2020-09-14,Retail & recreation,-35.285714285714285
2020-09-15,Retail & recreation,-35.285714285714285
2020-09-16,Retail & recreation,-35.285714285714285
2020-09-17,Retail & recreation,-35.42857142857143
2020-09-18,Retail & recreation,-35.57142857142857
2020-09-19,Retail & recreation,-35.57142857142857
2020-09-20,Retail & recreation,-35.714285714285715
2020-09-21,Retail & recreation,-35.714285714285715
2020-09-22,Retail & recreation,-35.857142857142854
2020-09-23,Retail & recreation,-36.42857142857143
2020-09-24,Retail & recreation,-37.0
2020-09-25,Retail & recreation,-37.42857142857143
2020-09-26,Retail & recreation,-37.714285714285715
2020-09-27,Retail & recreation,-38.42857142857143
2020-09-28,Retail & recreation,-38.57142857142857
2020-09-29,Retail & recreation,-38.857142857142854
2020-09-30,Retail & recreation,-38.57142857142857
2020-10-01,Retail & recreation,-38.142857142857146
2020-10-02,Retail & recreation,-39.142857142857146
2020-10-03,Retail & recreation,-39.42857142857143
2020-10-04,Retail & recreation,-40.142857142857146
2020-10-05,Retail & recreation,-40.57142857142857
2020-10-06,Retail & recreation,-40.714285714285715
2020-10-07,Retail & recreation,-40.714285714285715
2020-10-08,Retail & recreation,-41.285714285714285
2020-10-09,Retail & recreation,-40.42857142857143
2020-10-10,Retail & recreation,-40.0
2020-10-11,Retail & recreation,-38.714285714285715
2020-10-12,Retail & recreation,-39.285714285714285
2020-10-13,Retail & recreation,-39.857142857142854
2020-10-14,Retail & recreation,-40.0
2020-10-15,Retail & recreation,-39.714285714285715
2020-10-16,Retail & recreation,-39.42857142857143
2020-10-17,Retail & recreation,-40.0
2020-10-18,Retail & recreation,-40.57142857142857
2020-10-19,Retail & recreation,-40.285714285714285
2020-10-20,Retail & recreation,-40.0
2020-10-21,Retail & recreation,-41.0
2020-10-22,Retail & recreation,-41.0
2020-10-23,Retail & recreation,-41.285714285714285
2020-10-24,Retail & recreation,-41.42857142857143
2020-10-25,Retail & recreation,-40.857142857142854
2020-10-26,Retail & recreation,-40.142857142857146
2020-10-27,Retail & recreation,-40.0
2020-10-28,Retail & recreation,-38.714285714285715
2020-10-29,Retail & recreation,-39.0
2020-10-30,Retail & recreation,-38.714285714285715
2020-10-31,Retail & recreation,-38.714285714285715
2020-11-01,Retail & recreation,-38.42857142857143
2020-11-02,Retail & recreation,-37.714285714285715
2020-11-03,Retail & recreation,-35.857142857142854
2020-11-04,Retail & recreation,-33.42857142857143
2020-11-05,Retail & recreation,-36.714285714285715
2020-11-06,Retail & recreation,-40.42857142857143
2020-11-07,Retail & recreation,-43.57142857142857
2020-11-08,Retail & recreation,-48.142857142857146
2020-11-09,Retail & recreation,-52.57142857142857
2020-11-10,Retail & recreation,-57.42857142857143
2020-11-11,Retail & recreation,-63.285714285714285
2020-11-12,Retail & recreation,-62.857142857142854
2020-11-13,Retail & recreation,-62.57142857142857
2020-11-14,Retail & recreation,-63.0
2020-11-15,Retail & recreation,-63.0
2020-11-16,Retail & recreation,-63.0
2020-11-17,Retail & recreation,-63.0
2020-11-18,Retail & recreation,-63.0
2020-11-19,Retail & recreation,-63.285714285714285
2020-11-20,Retail & recreation,-63.42857142857143
2020-11-21,Retail & recreation,-62.857142857142854
2020-11-22,Retail & recreation,-62.285714285714285
2020-11-23,Retail & recreation,-62.142857142857146
2020-11-24,Retail & recreation,-62.0
2020-11-25,Retail & recreation,-62.0
2020-11-26,Retail & recreation,-61.57142857142857
2020-11-27,Retail & recreation,-61.142857142857146
2020-11-28,Retail & recreation,-60.857142857142854
2020-11-29,Retail & recreation,-61.0
2020-11-30,Retail & recreation,-60.714285714285715
2020-12-01,Retail & recreation,-60.285714285714285
2020-12-02,Retail & recreation,-57.57142857142857
2020-12-03,Retail & recreation,-55.57142857142857
2020-12-04,Retail & recreation,-52.857142857142854
2020-12-05,Retail & recreation,-49.285714285714285
2020-12-06,Retail & recreation,-45.714285714285715
2020-12-07,Retail & recreation,-43.142857142857146
2020-12-08,Retail & recreation,-40.857142857142854
2020-12-09,Retail & recreation,-40.714285714285715
2020-12-10,Retail & recreation,-40.0
2020-12-11,Retail & recreation,-40.0
2020-12-12,Retail & recreation,-40.42857142857143
2020-12-13,Retail & recreation,-41.285714285714285
2020-12-14,Retail & recreation,-41.142857142857146
2020-12-15,Retail & recreation,-39.857142857142854
2020-12-16,Retail & recreation,-41.142857142857146
2020-12-17,Retail & recreation,-42.285714285714285
2020-12-18,Retail & recreation,-43.857142857142854
2020-12-19,Retail & recreation,-45.57142857142857
2020-12-20,Retail & recreation,-48.57142857142857
2020-12-21,Retail & recreation,-51.57142857142857
2020-12-22,Retail & recreation,-55.285714285714285
2020-12-23,Retail & recreation,-56.42857142857143
2020-12-24,Retail & recreation,-58.142857142857146
2020-12-25,Retail & recreation,-63.714285714285715
2020-12-26,Retail & recreation,-68.28571428571429
2020-12-27,Retail & recreation,-69.14285714285714
2020-12-28,Retail & recreation,-70.57142857142857
2020-12-29,Retail & recreation,-71.57142857142857
2020-12-30,Retail & recreation,-72.28571428571429
2020-12-31,Retail & recreation,-72.85714285714286
2021-01-01,Retail & recreation,-71.85714285714286
2021-01-02,Retail & recreation,-70.28571428571429
2021-01-03,Retail & recreation,-70.42857142857143
2021-01-04,Retail & recreation,-70.14285714285714
2021-01-05,Retail & recreation,-70.85714285714286
2021-01-06,Retail & recreation,-71.71428571428571
2021-01-07,Retail & recreation,-72.42857142857143
2021-01-08,Retail & recreation,-70.57142857142857
2021-01-09,Retail & recreation,-70.42857142857143
2021-01-10,Retail & recreation,-70.71428571428571
2021-01-11,Retail & recreation,-70.85714285714286
2021-01-12,Retail & recreation,-70.85714285714286
2021-01-13,Retail & recreation,-71.14285714285714
2021-01-14,Retail & recreation,-71.71428571428571
2021-01-15,Retail & recreation,-71.71428571428571
2021-01-16,Retail & recreation,-72.14285714285714
2021-01-17,Retail & recreation,-71.71428571428571
2021-01-18,Retail & recreation,-71.85714285714286
2021-01-19,Retail & recreation,-71.85714285714286
2021-01-20,Retail & recreation,-72.0
2021-01-21,Retail & recreation,-71.42857142857143
2021-01-22,Retail & recreation,-71.14285714285714
2021-01-23,Retail & recreation,-70.57142857142857
2021-01-24,Retail & recreation,-71.28571428571429
2021-01-25,Retail & recreation,-71.14285714285714
2021-01-26,Retail & recreation,-71.14285714285714
2021-01-27,Retail & recreation,-70.71428571428571
2021-01-28,Retail & recreation,-70.57142857142857
2021-01-29,Retail & recreation,-70.57142857142857
2021-01-30,Retail & recreation,-71.0
2021-01-31,Retail & recreation,-70.14285714285714
2021-02-01,Retail & recreation,-70.0
2021-02-02,Retail & recreation,-69.57142857142857
2021-02-03,Retail & recreation,-69.42857142857143
2021-02-04,Retail & recreation,-69.42857142857143
2021-02-05,Retail & recreation,-69.0
2021-02-06,Retail & recreation,-68.28571428571429
2021-02-07,Retail & recreation,-69.0
2021-02-08,Retail & recreation,-69.42857142857143
2021-02-09,Retail & recreation,-69.85714285714286
2021-02-10,Retail & recreation,-69.57142857142857
2021-02-11,Retail & recreation,-69.42857142857143
2021-02-12,Retail & recreation,-69.57142857142857
2021-02-13,Retail & recreation,-69.42857142857143
2021-02-14,Retail & recreation,-68.42857142857143
2021-02-15,Retail & recreation,-67.42857142857143
2021-02-16,Retail & recreation,-66.71428571428571
2021-02-17,Retail & recreation,-66.57142857142857
2021-02-18,Retail & recreation,-66.14285714285714
2021-02-19,Retail & recreation,-65.85714285714286
2021-02-20,Retail & recreation,-65.28571428571429
2021-02-21,Retail & recreation,-64.85714285714286
2021-02-22,Retail & recreation,-65.0
2021-02-23,Retail & recreation,-64.57142857142857
2021-02-24,Retail & recreation,-64.28571428571429
2021-02-25,Retail & recreation,-64.28571428571429
2021-02-26,Retail & recreation,-63.714285714285715
2021-02-27,Retail & recreation,-63.42857142857143
2021-02-28,Retail & recreation,-63.285714285714285
2021-03-01,Retail & recreation,-62.857142857142854
2021-03-02,Retail & recreation,-63.0
2021-03-03,Retail & recreation,-63.285714285714285
2021-03-04,Retail & recreation,-63.285714285714285
2021-03-05,Retail & recreation,-63.57142857142857
2021-03-06,Retail & recreation,-63.857142857142854
2021-03-07,Retail & recreation,-63.714285714285715
2021-03-08,Retail & recreation,-63.42857142857143
2021-03-09,Retail & recreation,-62.857142857142854
2021-03-10,Retail & recreation,-63.0
2021-03-11,Retail & recreation,-62.714285714285715
2021-03-12,Retail & recreation,-62.714285714285715
2021-03-13,Retail & recreation,-62.714285714285715
2021-03-14,Retail & recreation,-62.857142857142854
2021-03-15,Retail & recreation,-63.0
2021-03-16,Retail & recreation,-63.42857142857143
2021-03-17,Retail & recreation,-62.857142857142854
2021-03-18,Retail & recreation,-63.0
2021-03-19,Retail & recreation,-62.57142857142857
2021-03-20,Retail & recreation,-62.57142857142857
2021-03-21,Retail & recreation,-62.42857142857143
2021-03-22,Retail & recreation,-62.0
2021-03-23,Retail & recreation,-61.714285714285715
2021-03-24,Retail & recreation,-61.42857142857143
2021-03-25,Retail & recreation,-61.142857142857146
2021-03-26,Retail & recreation,-61.57142857142857
2021-03-27,Retail & recreation,-61.142857142857146
2021-03-28,Retail & recreation,-61.57142857142857
2021-03-29,Retail & recreation,-61.142857142857146
2021-03-30,Retail & recreation,-60.42857142857143
2021-03-31,Retail & recreation,-59.857142857142854
2021-04-01,Retail & recreation,-58.714285714285715
2021-04-02,Retail & recreation,-58.42857142857143
2021-04-03,Retail & recreation,-58.857142857142854
2021-04-04,Retail & recreation,-59.285714285714285
2021-04-05,Retail & recreation,-60.42857142857143
2021-04-06,Retail & recreation,-61.0
2021-04-07,Retail & recreation,-61.42857142857143
2021-04-08,Retail & recreation,-62.142857142857146
2021-04-09,Retail & recreation,-62.0
2021-04-10,Retail & recreation,-62.142857142857146
2021-04-11,Retail & recreation,-61.0
2021-04-12,Retail & recreation,-57.142857142857146
2021-04-13,Retail & recreation,-54.714285714285715
2021-04-14,Retail & recreation,-52.285714285714285
2021-04-15,Retail & recreation,-50.285714285714285
2021-04-16,Retail & recreation,-48.0
2021-04-17,Retail & recreation,-45.142857142857146
2021-04-18,Retail & recreation,-42.57142857142857
2021-04-19,Retail & recreation,-43.42857142857143
2021-04-20,Retail & recreation,-43.714285714285715
2021-04-21,Retail & recreation,-44.0
2021-04-22,Retail & recreation,-43.714285714285715
2021-04-23,Retail & recreation,-43.57142857142857
2021-04-24,Retail & recreation,-43.285714285714285
2021-04-25,Retail & recreation,-43.285714285714285
2021-04-26,Retail & recreation,-43.42857142857143
2021-04-27,Retail & recreation,-43.285714285714285
2021-04-28,Retail & recreation,-43.857142857142854
2021-04-29,Retail & recreation,-44.0
2021-04-30,Retail & recreation,-43.857142857142854
2021-05-01,Retail & recreation,-43.857142857142854
2021-05-02,Retail & recreation,-43.714285714285715
2021-05-03,Retail & recreation,-43.57142857142857
2021-05-04,Retail & recreation,-44.142857142857146
2021-05-05,Retail & recreation,-43.857142857142854
2021-05-06,Retail & recreation,-43.714285714285715
2021-05-07,Retail & recreation,-43.857142857142854
2021-05-08,Retail & recreation,-44.857142857142854
2021-05-09,Retail & recreation,-44.57142857142857
2021-05-10,Retail & recreation,-44.57142857142857
2021-05-11,Retail & recreation,-43.714285714285715
2021-05-12,Retail & recreation,-42.714285714285715
2021-05-13,Retail & recreation,-43.142857142857146
2021-05-14,Retail & recreation,-43.142857142857146
2021-05-15,Retail & recreation,-42.285714285714285
2021-05-16,Retail & recreation,-43.0
2021-05-17,Retail & recreation,-42.42857142857143
2021-05-18,Retail & recreation,-41.857142857142854
2021-05-19,Retail & recreation,-41.42857142857143
2021-05-20,Retail & recreation,-40.285714285714285
2021-05-21,Retail & recreation,-39.857142857142854
2021-05-22,Retail & recreation,-38.714285714285715
2021-05-23,Retail & recreation,-37.57142857142857
2021-05-24,Retail & recreation,-37.714285714285715
2021-05-25,Retail & recreation,-37.714285714285715
2021-05-26,Retail & recreation,-37.57142857142857
2021-05-27,Retail & recreation,-36.42857142857143
2021-05-28,Retail & recreation,-35.142857142857146
2021-05-29,Retail & recreation,-34.57142857142857
2021-05-30,Retail & recreation,-32.857142857142854
2021-05-31,Retail & recreation,-30.571428571428573
2021-06-01,Retail & recreation,-29.285714285714285
2021-06-02,Retail & recreation,-28.428571428571427
2021-06-03,Retail & recreation,-28.142857142857142
2021-06-04,Retail & recreation,-29.142857142857142
2021-06-05,Retail & recreation,-29.142857142857142
2021-06-06,Retail & recreation,-30.0
2021-06-07,Retail & recreation,-31.0
2021-06-08,Retail & recreation,-31.285714285714285
2021-06-09,Retail & recreation,-31.285714285714285
2021-06-10,Retail & recreation,-31.571428571428573
2021-06-11,Retail & recreation,-30.571428571428573
2021-06-12,Retail & recreation,-30.714285714285715
2021-06-13,Retail & recreation,-31.0
2021-06-14,Retail & recreation,-31.285714285714285
2021-06-15,Retail & recreation,-31.428571428571427
2021-06-16,Retail & recreation,-31.714285714285715
2021-06-17,Retail & recreation,-32.42857142857143
2021-06-18,Retail & recreation,-33.57142857142857
2021-06-19,Retail & recreation,-33.714285714285715
2021-06-20,Retail & recreation,-33.142857142857146
2021-06-21,Retail & recreation,-33.857142857142854
2021-06-22,Retail & recreation,-33.857142857142854
2021-06-23,Retail & recreation,-33.57142857142857
2021-06-24,Retail & recreation,-32.857142857142854
2021-06-25,Retail & recreation,-31.571428571428573
2021-06-26,Retail & recreation,-31.0
2021-06-27,Retail & recreation,-31.428571428571427
2021-06-28,Retail & recreation,-30.714285714285715
2021-06-29,Retail & recreation,-31.142857142857142
2021-06-30,Retail & recreation,-31.428571428571427
2021-07-01,Retail & recreation,-31.285714285714285
2021-07-02,Retail & recreation,-31.428571428571427
2021-07-03,Retail & recreation,-32.0
2021-07-04,Retail & recreation,-31.714285714285715
2021-07-05,Retail & recreation,-31.428571428571427
2021-07-06,Retail & recreation,-31.285714285714285
2021-07-07,Retail & recreation,-30.857142857142858
2021-07-08,Retail & recreation,-31.142857142857142
2021-07-09,Retail & recreation,-31.142857142857142
2021-07-10,Retail & recreation,-30.857142857142858
2021-07-11,Retail & recreation,-30.142857142857142
2021-07-12,Retail & recreation,-31.0
2021-07-13,Retail & recreation,-30.714285714285715
2021-07-14,Retail & recreation,-30.857142857142858
2021-07-15,Retail & recreation,-30.714285714285715
2021-07-16,Retail & recreation,-30.428571428571427
2021-07-17,Retail & recreation,-30.571428571428573
2021-07-18,Retail & recreation,-31.714285714285715
2021-07-19,Retail & recreation,-30.571428571428573
2021-07-20,Retail & recreation,-30.571428571428573
2021-07-21,Retail & recreation,-30.428571428571427
2021-07-22,Retail & recreation,-30.142857142857142
2021-07-23,Retail & recreation,-30.142857142857142
2021-07-24,Retail & recreation,-30.285714285714285
2021-07-25,Retail & recreation,-30.571428571428573
2021-07-26,Retail & recreation,-30.428571428571427
2021-07-27,Retail & recreation,-30.142857142857142
2021-07-28,Retail & recreation,-30.571428571428573
2021-07-29,Retail & recreation,-30.142857142857142
2021-07-30,Retail & recreation,-30.571428571428573
2021-07-31,Retail & recreation,-30.285714285714285
2021-08-01,Retail & recreation,-29.142857142857142
2021-08-02,Retail & recreation,-29.0
2021-08-03,Retail & recreation,-28.714285714285715
2021-08-04,Retail & recreation,-27.857142857142858
2021-08-05,Retail & recreation,-28.428571428571427
2021-08-06,Retail & recreation,-28.428571428571427
2021-08-07,Retail & recreation,-28.714285714285715
2021-08-08,Retail & recreation,-29.285714285714285
2021-08-09,Retail & recreation,-29.857142857142858
2021-08-10,Retail & recreation,-29.428571428571427
2021-08-11,Retail & recreation,-29.285714285714285
2021-08-12,Retail & recreation,-29.0
2021-08-13,Retail & recreation,-28.714285714285715
2021-08-14,Retail & recreation,-28.285714285714285
2021-08-15,Retail & recreation,-27.714285714285715
2021-08-16,Retail & recreation,-27.285714285714285
2021-08-17,Retail & recreation,-27.857142857142858
2021-08-18,Retail & recreation,-28.142857142857142
2021-08-19,Retail & recreation,-28.0
2021-08-20,Retail & recreation,-27.857142857142858
2021-08-21,Retail & recreation,-28.142857142857142
2021-08-22,Retail & recreation,-28.285714285714285
2021-08-23,Retail & recreation,-27.857142857142858
2021-08-24,Retail & recreation,-27.285714285714285
2021-08-25,Retail & recreation,-26.857142857142858
2021-08-26,Retail & recreation,-26.571428571428573
2021-08-27,Retail & recreation,-26.142857142857142
2021-08-28,Retail & recreation,-25.714285714285715
2021-08-29,Retail & recreation,-24.857142857142858
2021-08-30,Retail & recreation,-24.714285714285715
2021-08-31,Retail & recreation,-24.857142857142858
2021-09-01,Retail & recreation,-25.142857142857142
2021-09-02,Retail & recreation,-25.142857142857142
2021-09-03,Retail & recreation,-25.142857142857142
2021-09-04,Retail & recreation,-24.714285714285715
2021-09-05,Retail & recreation,-24.285714285714285
2021-09-06,Retail & recreation,-24.142857142857142
2021-09-07,Retail & recreation,-24.0
2021-09-08,Retail & recreation,-23.857142857142858
2021-09-09,Retail & recreation,-24.142857142857142
2021-09-10,Retail & recreation,-24.285714285714285
2021-09-11,Retail & recreation,-23.857142857142858
2021-09-12,Retail & recreation,-24.285714285714285
2021-09-13,Retail & recreation,-24.571428571428573
2021-09-14,Retail & recreation,-25.428571428571427
2021-09-15,Retail & recreation,-25.285714285714285
2021-09-16,Retail & recreation,-24.857142857142858
2021-09-17,Retail & recreation,-24.571428571428573
2021-09-18,Retail & recreation,-24.571428571428573
2021-09-19,Retail & recreation,-24.714285714285715
2021-09-20,Retail & recreation,-24.714285714285715
2021-09-21,Retail & recreation,-23.714285714285715
2021-09-22,Retail & recreation,-23.428571428571427
2021-09-23,Retail & recreation,-23.285714285714285
2021-09-24,Retail & recreation,-22.857142857142858
2021-09-25,Retail & recreation,-22.714285714285715
2021-09-26,Retail & recreation,-22.285714285714285
2021-09-27,Retail & recreation,-22.714285714285715
2021-09-28,Retail & recreation,-23.428571428571427
2021-09-29,Retail & recreation,-23.857142857142858
2021-09-30,Retail & recreation,-24.0
2021-10-01,Retail & recreation,-24.428571428571427
2021-10-02,Retail & recreation,-25.285714285714285
2021-10-03,Retail & recreation,-24.714285714285715
