date,variable,value
2020-08-29,retail_and_recreation,-43.0
2020-08-30,retail_and_recreation,-35.0
2020-08-31,retail_and_recreation,-18.0
2020-09-01,retail_and_recreation,-34.0
2020-09-02,retail_and_recreation,-37.0
2020-09-03,retail_and_recreation,-38.0
2020-09-04,retail_and_recreation,-38.0
2020-09-05,retail_and_recreation,-38.0
2020-09-06,retail_and_recreation,-34.0
2020-09-07,retail_and_recreation,-32.0
2020-09-08,retail_and_recreation,-35.0
2020-09-09,retail_and_recreation,-37.0
2020-09-10,retail_and_recreation,-35.0
2020-09-11,retail_and_recreation,-36.0
2020-09-12,retail_and_recreation,-38.0
2020-09-13,retail_and_recreation,-34.0
2020-09-14,retail_and_recreation,-32.0
2020-09-15,retail_and_recreation,-35.0
2020-09-16,retail_and_recreation,-37.0
2020-09-17,retail_and_recreation,-36.0
2020-09-18,retail_and_recreation,-37.0
2020-09-19,retail_and_recreation,-38.0
